,x,y,z
1,483,0,0
2,570,1,23
3,616,0,0
4,570,0,56
5,720,0,112
6,866,0,168
7,1023,0,168
8,1485,0,168
9,1711,0,112
10,1724,270,168
11,1834,320,168
12,1657,322,112
13,1634,322,112
14,1616,368,1
15,1676,322,127
16,1895,616,126
17,1767,748,127
18,1568,850,126
19,1752,850,439
20,1982,616,478
21,1839,528,582
22,2068,528,670
23,2167,570,629
24,2061,630,717
25,1932,963,630
26,2007,1105,669
27,1599,1817,678
28,1666,1858,824
29,1636,2052,1200
30,1216,1889,1267
31,1144,2029,1269
32,643,2106,1218
33,675,2868,1449
34,604,2953,1408
35,581,2956,1431
36,158,2889,1846
37,127,2526,1971
38,231,2779,1899
39,111,2462,1871
40,79,2860,1708
41,251,3742,2014
42,144,4066,2272
43,421,4025,2281
44,1207,3847,2461
45,1288,4405,2446
46,1340,3266,2280
47,1504,1862,1014
48,1223,1488,1009
49,1222,2309,1242
50,1167,3802,1188
51,1085,8202,1821
52,5949,18141,3815
53,5787,9377,4940
54,6726,4900,6148
55,5882,6461,2244
56,3615,13732,474
57,8625,10397,5776
58,12442,4174,5298
59,7533,9519,17063
60,8318,4790,20615
61,948,9609,10017
62,5329,25613,10618
63,6241,18567,5620
64,10454,9719,5671
65,11744,16782,28779
66,12447,12453,15952
67,4884,11063,14014
68,4971,8961,21044
69,5685,19432,20730
70,5613,10637,14727
71,4181,8631,11347
72,3534,4987,13243
73,3800,7535,4363
74,5739,1912,3033
75,8729,1424,2573
76,11405,1127,1187
77,11941,1305,2698
78,8305,2472,2703
79,16857,8601,1787
80,13662,4344,147
81,7596,1478,344
82,4428,1238,782
83,5233,1004,666
84,5053,969,782
85,2542,567,1205
86,2009,640,2079
87,1605,524,3064
88,1185,529,3162
89,980,1048,3019
90,1369,1582,2772
91,1651,1484,3778
92,1827,1263,4021
93,1968,632,4064
94,1926,835,4018
95,917,845,3216
96,1035,803,3024
97,1549,897,2593
98,1663,733,2831
99,1702,350,2812
100,1301,308,2410
101,846,719,2228
102,532,887,2231
103,336,829,2093
104,491,830,1956
105,1049,912,1809
106,1039,954,1751
107,1922,879,1740
108,2068,1017,1720
109,1984,953,1601
110,2336,702,1760
111,2486,851,1638
112,2607,1057,1320
113,2752,1121,1191
114,3220,1210,1222
115,3419,1228,1241
116,3478,1168,1191
117,4075,653,1214
118,3800,515,1121
119,2734,515,989
120,2809,403,901
121,2985,403,889
122,2357,403,735
123,2169,403,604
124,2044,263,592
125,1777,235,544
126,1758,235,461
127,1570,235,244
128,984,188,140
