,x,y,z
1,854,230,0
2,1145,390,216
3,1219,470,373
4,1218,436,427
5,1415,470,482
6,1583,424,535
7,1696,436,536
8,2337,470,611
9,2997,470,751
10,3018,390,751
11,3058,470,805
12,3050,470,751
13,2828,436,705
14,2393,230,723
15,2159,388,914
16,2112,482,913
17,2077,1093,966
18,1862,1161,1144
19,1409,1162,1012
20,1299,1230,1216
21,1401,1364,1260
22,2303,1631,1596
23,2798,1608,2009
24,2907,1393,2054
25,3641,1709,2049
26,3521,1639,2008
27,3200,1482,2042
28,3036,1850,2053
29,3465,1722,2088
30,3562,1745,1928
31,3229,1751,2128
32,3155,1656,2053
33,2451,1893,2231
34,1602,1973,2354
35,669,1819,2824
36,1095,1618,3637
37,1069,873,4323
38,1307,587,3896
39,1239,581,3282
40,1305,568,3095
41,1446,593,3051
42,959,1178,2986
43,488,1196,3052
44,395,1131,2617
45,264,1208,2559
46,823,1166,2287
47,2941,1703,2312
48,5650,1136,2289
49,7816,4663,1307
50,3412,905,1349
51,7576,1258,2294
52,3621,11078,2380
53,8026,9712,2196
54,4530,3071,2030
55,3042,2449,6191
56,17214,11664,3123
57,6815,4261,23398
58,5560,20187,35002
59,8011,28394,27907
60,3645,40147,36388
61,5777,17925,22446
62,4505,30681,22182
63,17459,25767,31979
64,6907,20362,22764
65,12803,17132,21552
66,8331,16625,13616
67,15222,10392,24974
68,14681,21422,23193
69,17611,26541,21007
70,12540,16312,23718
71,12042,18606,21825
72,21109,12865,6295
73,21859,18890,4054
74,15198,12972,4892
75,8086,6965,773
76,12010,10181,498
77,10462,10246,252
78,12575,10253,629
79,14775,8411,1064
80,8496,5240,2697
81,10564,3605,3166
82,5396,1867,3304
83,2775,2459,3900
84,3378,1893,4337
85,5263,2484,4943
86,4270,3230,4913
87,4016,3719,4144
88,3784,4040,3381
89,4256,3176,3309
90,3197,2738,3429
91,3140,2613,3746
92,2892,2430,3363
93,2804,2483,1810
94,2622,2475,2224
95,2952,2648,2561
96,2591,3020,2489
97,1881,2479,2389
98,1555,2255,2320
99,1633,2301,2648
100,1450,2212,2202
101,1643,2083,1970
102,1585,1599,1688
103,1934,1698,1684
104,2213,1727,1621
105,2545,1914,1724
106,2951,1869,1551
107,2925,1506,1736
108,2470,1379,1768
109,2628,1204,1595
110,3090,874,1448
111,3161,1250,1502
112,3162,1242,1332
113,3184,1234,1104
114,3586,1244,1032
115,3520,1152,900
116,4129,978,925
117,4335,1113,841
118,4345,1128,482
119,4453,830,516
120,4286,670,515
121,4127,622,423
122,4172,688,102
123,3708,634,101
124,3416,545,100
125,2862,225,100
126,2941,132,100
127,2454,99,100
128,1549,33,50
