0,16362
1,108454
2,291466
3,546493
4,865476
5,1219671
6,1576402
7,1928526
8,2243130
9,2526405
10,2767461
11,2945812
12,3041346
13,3044255
14,3023553
15,2965313
16,2854899
17,2676942
18,2468817
19,2256383
20,2034120
21,1785731
22,1569811
23,1361017
24,1157617
25,975244
26,809664
27,667842
28,556184
29,448061
30,350835
31,274261
32,220482
33,168157
34,128161
35,101184
36,78354
37,61498
38,50903
39,37335
40,28155
41,22246
42,17745
43,14315
44,13182
45,9136
46,6689
47,4268
48,2485
49,2527
50,2794
51,2152
52,1378
53,1079
54,1055
55,738
56,715
57,520
58,608
59,616
60,365
61,502
62,716
63,467
64,601
65,814
66,923
67,590
68,449
69,1005
70,530
71,536
72,606
73,348
74,226
75,181
76,294
77,226
78,249
79,104
80,68
81,52
82,42
83,22
84,63
85,57
86,96
87,85
88,40
89,28
90,25
91,21
92,27
93,42
94,63
95,62
96,44
97,43
98,39
99,39
100,24
101,17
102,18
103,16
104,20
105,23
106,31
107,33
108,37
109,34
110,32
111,25
112,19
113,17
114,13
115,14
116,19
117,16
118,25
119,40
120,43
121,22
122,19
123,26
124,26
125,24
126,31
127,29
