,x,y,z
0,24,0,1
1,20,0,1
2,27,1,3
3,31,0,0
4,34,1,5
5,35,2,0
6,35,2,2
7,35,1,1
8,40,2,0
9,45,0,4
10,47,2,4
11,40,1,2
12,42,4,4
13,57,2,5
14,40,5,4
15,45,5,7
16,51,7,1
17,46,11,11
18,54,14,9
19,54,13,14
20,52,19,21
21,59,23,21
22,67,30,36
23,69,29,42
24,64,37,37
25,76,38,49
26,81,53,55
27,87,54,64
28,94,63,68
29,118,72,81
30,143,83,89
31,214,99,100
32,277,116,113
33,360,163,153
34,450,201,184
35,588,233,253
36,704,302,338
37,890,420,470
38,1128,579,608
39,1259,794,928
40,1465,1137,1277
41,1719,1599,1778
42,1940,2081,2315
43,2087,2354,2936
44,2306,2834,3536
45,2678,3326,3990
46,3453,3594,4361
47,4803,3829,5166
48,7420,4769,7297
49,12372,6549,12312
50,19752,9394,18501
51,28837,10863,22621
52,41018,11869,24741
53,58116,12934,25315
54,65634,12798,25473
55,56446,13568,27970
56,43044,15729,32153
57,33504,20584,35860
58,28296,29711,40138
59,25913,30642,51845
60,26991,43934,87055
61,87474,355683,434190
62,93008,362356,181856
63,29996,45301,21747
64,28681,22960,9710
65,31341,20632,12725
66,37094,21494,10556
67,47343,17996,9817
68,61660,13974,9710
69,72363,13161,8387
70,64346,12945,7295
71,45758,11937,6232
72,32192,10328,5394
73,21933,7981,4392
74,13811,5258,3241
75,8284,3004,2508
76,5352,2071,2182
77,3866,1692,1982
78,3062,1429,1868
79,2544,1141,1690
80,2420,972,1463
81,2137,788,1123
82,1931,531,911
83,1683,366,705
84,1443,236,609
85,1216,184,423
86,1032,113,273
87,848,79,226
88,692,70,191
89,541,53,134
90,402,47,108
91,316,41,86
92,231,28,75
93,175,37,67
94,137,23,55
95,110,23,46
96,91,18,36
97,90,16,27
98,89,19,33
99,75,17,24
100,73,12,20
101,70,12,21
102,79,10,14
103,66,5,12
104,72,5,11
105,58,5,9
106,60,5,8
107,64,1,5
108,62,3,7
109,53,0,3
110,57,2,2
111,54,2,4
112,59,1,3
113,54,1,1
114,43,1,2
115,46,0,2
116,41,0,0
117,37,2,3
118,42,2,0
119,33,0,0
120,23,1,0
121,35,0,1
122,29,0,0
123,30,0,0
