,x,y,z
0,4498,0,0
1,6522,0,0
2,8358,0,17
3,10015,445,1774
4,11533,1200,3376
5,13557,1491,3913
6,17946,1795,4247
7,20983,2153,4284
8,21257,2535,4332
9,19240,2808,4695
10,17098,3452,6339
11,15033,5075,8247
12,13728,6601,10898
13,13479,8208,12368
14,14872,10883,19001
15,49589,225504,286670
16,59125,246502,166121
17,19032,16889,8249
18,17386,6910,5297
19,17867,5164,4741
20,19699,4321,3574
21,22389,3890,2880
22,25455,3694,2567
23,27316,3145,2061
24,26672,2781,1656
25,21522,2126,1515
26,14974,1940,1333
27,12360,1358,1024
28,10475,734,745
29,8706,101,0
30,6620,110,0
31,4542,109,0
