,x,y,z
0,6,0,8
1,8,2,12
2,5,4,15
3,3,2,17
4,4,8,25
5,9,5,29
6,7,13,50
7,5,22,83
8,8,43,106
9,11,64,137
10,11,95,192
11,5,133,294
12,12,163,400
13,15,199,521
14,10,279,665
15,15,334,883
16,18,390,1197
17,11,431,1566
18,26,639,1976
19,20,838,2191
20,21,1059,2760
21,34,1295,3996
22,28,1463,4679
23,41,2187,5504
24,40,2459,6727
25,49,2950,7392
26,55,3552,9152
27,65,4005,10377
28,73,4713,10479
29,93,5138,10862
30,102,5436,10586
31,124,5449,10189
32,151,5559,9719
33,185,5157,9767
34,247,5420,9056
35,345,4906,9218
36,504,4574,8912
37,665,4502,9313
38,1066,4079,9671
39,1487,4245,9656
40,2203,3819,9877
41,2834,3632,9829
42,3904,3361,10347
43,4366,3584,10910
44,5034,3409,11668
45,5330,3394,11574
46,6113,3534,12530
47,6484,3945,13388
48,7003,3528,12956
49,7221,3691,12792
50,7186,5047,11053
51,7191,4607,12254
52,6842,4384,14206
53,7055,4692,11823
54,6783,5227,10515
55,6860,6836,10836
56,6343,7615,10172
57,8098,8572,10926
58,6221,10864,11569
59,11467,17170,11791
60,22383,20905,14469
61,91029,52113,29665
62,97778,43009,13149
63,21964,17475,1714
64,11247,13966,2715
65,10537,10635,720
66,9226,8537,689
67,7616,7944,2002
68,7684,6031,673
69,8216,5496,1832
70,8283,5000,429
71,7122,4627,416
72,7184,4502,441
73,6867,3948,485
74,6405,3956,478
75,6422,3708,487
76,5809,3559,498
77,5161,3549,549
78,5096,3268,504
79,4477,3060,672
80,3576,2945,719
81,3408,3011,720
82,2608,3221,718
83,2224,3357,820
84,1326,3550,774
85,931,3580,809
86,588,3951,618
87,359,4365,658
88,273,4988,678
89,199,4562,533
90,158,4437,642
91,117,4791,745
92,101,4922,719
93,87,4502,737
94,69,4384,680
95,62,3376,613
96,54,3036,662
97,44,2820,645
98,42,2179,473
99,38,1654,412
100,32,1299,385
101,29,1068,293
102,20,630,245
103,24,704,166
104,17,448,193
105,18,312,130
106,12,280,102
107,13,167,69
108,13,166,55
109,11,120,22
110,8,82,39
111,8,88,29
112,10,61,18
113,9,44,10
114,8,30,8
115,5,17,8
116,8,10,6
117,9,6,1
118,1,5,2
119,3,3,0
120,8,1,2
121,5,2,1
122,0,0,1
123,2,2,0
