0,286656
1,1899837
2,4657160
3,7784337
4,10446822
5,12025292
6,12287637
7,11348655
8,9578154
9,7434265
10,5336748
11,3562914
12,2211244
13,1288341
14,699956
15,359745
16,174729
17,81097
18,35515
19,15132
20,6539
21,2803
22,1306
23,624
24,397
25,239
26,166
27,134
28,77
29,76
30,51
31,38
32,30
33,23
34,26
35,23
36,30
37,48
38,78
39,63
40,54
41,51
42,60
43,75
44,99
45,123
46,159
47,148
48,138
49,218
50,60
51,115
52,94
53,128
54,164
55,183
56,156
57,165
58,136
59,59
60,57
61,86
62,78
63,78
64,93
65,88
66,77
67,66
68,53
69,74
70,97
71,187
72,126
73,130
74,151
75,181
76,124
77,183
78,153
79,143
80,133
81,117
82,89
83,85
84,94
85,64
86,47
87,23
88,51
89,48
90,31
91,31
92,34
93,55
94,39
95,59
96,96
97,106
98,35
99,51
100,51
101,70
102,53
103,71
104,80
105,79
106,32
107,33
108,38
109,17
110,5
111,57
112,21
113,32
114,55
115,50
116,67
117,82
118,29
119,27
120,14
121,20
122,41
123,70
124,60
125,22
126,33
127,26
