,x,y,z,vx,vy,vz
0,0,0,0,0,0,2
1,0,0,0,4,1,31
2,0,0,0,5,1,59
3,0,0,0,10,0,70
4,0,0,0,16,4,76
5,0,0,0,36,4,109
6,0,0,0,67,4,133
7,0,0,0,66,2,135
8,0,0,0,96,6,164
9,0,0,0,125,23,220
10,0,0,0,131,26,198
11,0,0,0,145,42,232
12,0,0,0,148,55,324
13,0,0,0,134,53,331
14,0,0,0,228,49,449
15,0,0,0,276,60,525
16,0,0,0,298,108,573
17,0,0,0,299,143,576
18,0,0,0,286,199,659
19,0,0,0,305,265,836
20,0,0,0,344,285,970
21,0,0,0,422,374,1187
22,0,0,0,342,432,1351
23,0,0,0,438,501,1576
24,0,0,0,467,518,1868
25,0,0,0,622,560,2342
26,0,0,8742,653,632,2920
27,0,6007,15587,737,742,3311
28,0,26322,5766,722,770,4144
29,0,3932,0,823,939,4558
30,0,27272,6248,1036,1014,5307
31,0,32112,32544,1084,1201,5993
32,0,0,52140,1325,1285,6685
33,0,366,7959,1573,1365,7832
34,0,11228,22984,1929,1564,8839
35,0,70751,20025,2156,1852,10198
36,0,61225,19276,2682,2235,11483
37,0,145350,73131,2970,2576,13390
38,0,80895,160106,3527,3246,16735
39,0,79577,103311,4060,4168,19694
40,0,106455,111670,4884,5268,22782
41,0,166468,125998,6320,6669,26610
42,0,209022,76837,8044,8644,31030
43,0,104226,116036,10642,11241,36748
44,0,102949,126223,14849,14606,43303
45,0,58010,61406,19597,19586,50014
46,72,119920,136456,26492,26507,59003
47,4965,236116,199208,36125,34560,70677
48,108814,67380,203760,47947,45890,83479
49,334732,156005,93366,63954,59684,99075
50,376755,195583,259255,85151,77759,118534
51,402450,183676,147932,111228,101681,141594
52,330474,107907,249979,142945,132512,172422
53,410973,259354,159611,184451,168593,207897
54,198244,213171,184248,234472,217914,252545
55,313852,141670,42215,296355,275620,305967
56,279117,154766,228697,364980,344619,369536
57,119831,119684,89890,441073,422228,438404
58,102639,131492,76101,519943,513462,511685
59,61609,72277,467481,600684,601468,588423
60,81876,107960,2163364,675043,686069,659111
61,89901,222561,2355968,743732,761883,715985
62,52923,706762,823320,794055,818412,756832
63,2943608,2274281,227964,817748,850684,772731
64,2966404,2219910,146868,825859,852331,762313
65,47351,519592,126578,800317,829310,726552
66,81739,141728,170164,751654,778317,671341
67,145739,130426,103065,687678,709206,607634
68,306878,83967,140374,611658,622985,531737
69,268692,60477,106523,525146,532152,456976
70,164681,84117,108758,446410,443299,388787
71,200824,62487,38435,368924,363751,324979
72,199824,195304,67481,299329,292210,270057
73,252149,124665,98266,239950,229956,223090
74,291474,246422,92618,188857,180128,185691
75,383660,126658,272036,148815,136463,154575
76,337754,240768,128006,114406,106211,128245
77,402503,127234,169452,87563,81381,106670
78,204973,159676,119864,65895,61964,89327
79,158027,153252,152386,50200,47397,72867
80,34498,114766,248784,38001,34796,59274
81,652,84811,145983,28268,27146,49066
82,845,189200,120819,20734,19867,39247
83,234,103596,140428,15750,15516,32290
84,0,98048,64999,11768,12343,24427
85,0,43487,106854,8827,9858,19687
86,0,145274,40023,6837,7399,14714
87,0,134321,47223,5033,5478,11403
88,0,99782,61424,4073,4318,8725
89,0,36286,29518,3082,3666,6494
90,0,34048,20823,2569,2739,5422
91,0,16725,26805,2092,2359,4001
92,0,37867,46236,1999,2079,3407
93,0,10142,16999,1805,1584,2664
94,0,29066,47721,1605,1365,1753
95,0,7354,91017,1464,1146,1423
96,0,30145,23822,1389,1063,1135
97,0,180,35395,1318,994,829
98,0,0,3259,1251,920,779
99,0,0,6689,1079,893,570
100,0,7223,13418,990,773,472
101,0,0,14191,839,750,405
102,0,0,2028,790,617,312
103,0,0,0,727,503,243
104,0,0,0,596,468,226
105,0,0,7859,500,423,190
106,0,0,3741,525,432,152
107,0,0,0,405,340,120
108,0,0,0,399,281,106
109,0,0,0,353,266,93
110,0,0,0,304,242,93
111,0,0,0,241,178,87
112,0,0,0,252,134,86
113,0,0,0,264,110,83
114,0,0,0,247,126,66
115,0,0,0,232,103,55
116,0,0,0,179,53,31
117,0,0,0,124,57,24
118,0,0,0,139,50,17
119,0,0,0,149,59,17
120,0,0,0,135,46,15
121,0,0,0,92,44,28
122,0,0,0,71,26,21
123,0,0,0,71,33,22
124,0,0,0,37,29,13
125,0,0,0,24,12,5
126,0,0,0,13,3,6
127,0,0,0,7,0,0
