,x,y,z
1,0,58,65
2,0,87,48
3,114,87,96
4,138,116,48
5,168,87,48
6,222,171,65
7,215,238,48
8,322,291,65
9,292,298,48
10,435,262,79
11,492,238,65
12,464,314,48
13,480,288,152
14,492,312,135
15,567,259,135
16,590,343,210
17,597,304,222
18,647,288,270
19,587,314,222
20,630,288,239
21,642,312,222
22,602,290,249
23,615,312,347
24,657,259,303
25,587,312,378
26,645,319,380
27,597,283,511
28,617,288,605
29,632,314,663
30,615,320,605
31,617,347,582
32,713,396,642
33,760,352,657
34,778,375,617
35,728,460,724
36,746,518,709
37,735,463,713
38,940,484,864
39,959,719,802
40,1132,774,952
41,1486,718,858
42,1527,800,908
43,1574,718,915
44,1570,801,997
45,1651,715,910
46,1668,776,946
47,1542,822,949
48,1663,718,1192
49,1654,800,2015
50,1632,747,2069
51,1640,745,2121
52,1848,1192,2113
53,1966,1904,2235
54,2059,2139,2393
55,1981,2296,3260
56,1953,2350,3537
57,1939,2804,3517
58,2072,3216,3582
59,2129,3250,4069
60,2443,3188,4333
61,3419,4526,4332
62,6956,9282,5064
63,4143,5864,2861
64,4284,6005,3001
65,3646,3828,3089
66,3621,2941,3030
67,3486,3024,3065
68,2780,2669,3030
69,2596,2551,3087
70,2474,2769,2568
71,1984,2611,2655
72,1624,2479,2603
73,1210,2351,2153
74,1184,1719,2268
75,1183,1639,2062
76,1182,1555,1586
77,1155,1541,1560
78,1182,1387,1530
79,1215,1330,1359
80,1090,1325,1243
81,1275,1119,1109
82,1153,1242,1181
83,1123,1146,1126
84,1213,1085,1094
85,1184,1086,1153
86,1182,1119,1098
87,1154,1052,1185
88,1010,1147,1145
89,680,1083,1126
90,693,853,1092
91,664,969,1127
92,658,913,1112
93,539,851,916
94,566,921,945
95,564,825,620
96,598,765,462
97,476,825,489
98,626,768,338
99,536,742,311
100,628,766,311
101,450,799,286
102,388,796,279
103,446,560,249
104,388,621,279
105,328,531,225
106,324,498,280
107,328,502,279
108,356,503,249
109,359,483,279
110,328,290,253
111,356,261,280
112,328,231,195
113,253,231,165
114,171,261,195
115,203,203,169
116,231,176,196
117,203,120,195
118,234,89,113
119,231,89,91
120,203,31,61
121,175,31,62
122,115,0,0
123,87,0,0
124,31,0,0
