,x,y,z
0,203,0,90
1,394,0,258
2,740,0,288
3,1535,556,1095
4,2857,1731,3620
5,4762,2823,5568
6,7478,3052,6370
7,11114,3011,6891
8,12980,2918,7325
9,10413,3911,8016
10,8581,5002,8730
11,6377,4287,10267
12,5217,4296,11613
13,4691,5465,8851
14,4813,7814,19931
15,19032,49693,74416
16,14921,67347,13304
17,5015,8947,1567
18,4815,5643,1910
19,5346,5356,1012
20,6601,3914,666
21,8614,2487,839
22,11607,1935,964
23,13861,1552,952
24,11193,1634,807
25,7297,1716,895
26,3904,1710,1009
27,2268,1164,491
28,1170,250,356
29,550,183,271
30,278,191,249
31,115,164,130
