,x,y,z
0,0,7,60
1,0,7,56
2,0,5,63
3,0,15,64
4,0,6,92
5,0,16,91
6,0,14,134
7,0,16,143
8,0,21,156
9,0,26,171
10,0,38,200
11,0,35,253
12,0,33,243
13,0,39,266
14,0,49,285
15,0,50,293
16,0,46,318
17,0,52,324
18,0,60,308
19,0,56,336
20,0,56,346
21,0,70,354
22,0,71,357
23,0,84,366
24,0,72,385
25,0,85,379
26,0,90,408
27,0,119,390
28,0,123,413
29,0,140,422
30,0,140,420
31,0,173,447
32,0,171,413
33,0,167,431
34,0,183,436
35,0,189,454
36,0,185,448
37,0,192,461
38,0,205,454
39,0,212,458
40,0,215,463
41,0,218,462
42,0,233,463
43,0,229,489
44,0,232,477
45,0,248,495
46,0,273,480
47,0,259,490
48,0,279,508
49,0,293,519
50,0,307,512
51,0,321,534
52,0,348,571
53,0,381,576
54,0,412,616
55,0,459,650
56,0,515,692
57,0,612,784
58,11,737,905
59,280,1010,1107
60,1604,1500,1485
61,15485,4654,4134
62,14627,4106,1396
63,1451,1339,212
64,211,921,137
65,9,722,84
66,0,609,88
67,0,532,107
68,0,490,93
69,0,447,97
70,0,404,91
71,0,367,80
72,0,347,75
73,0,320,55
74,0,305,61
75,0,295,71
76,0,270,60
77,0,264,51
78,0,254,50
79,0,253,39
80,0,243,46
81,0,237,45
82,0,215,47
83,0,213,45
84,0,210,45
85,0,194,45
86,0,192,39
87,0,182,49
88,0,187,43
89,0,161,44
90,0,162,44
91,0,150,44
92,0,151,44
93,0,152,41
94,0,142,37
95,0,139,38
96,0,146,38
97,0,137,38
98,0,120,41
99,0,106,38
100,0,99,35
101,0,84,31
102,0,85,21
103,0,82,19
104,0,72,10
105,0,63,16
106,0,68,16
107,0,59,14
108,0,60,15
109,0,54,15
110,0,38,10
111,0,37,10
112,0,28,9
113,0,20,10
114,0,17,7
115,0,16,5
116,0,9,5
117,0,9,6
118,0,6,3
119,0,5,6
120,0,3,2
121,0,2,3
122,0,3,3
123,0,2,2
