,x,y,z
0,5,1,5
1,8,4,6
2,8,0,2
3,3,3,2
4,7,2,6
5,10,3,4
6,8,5,3
7,13,3,8
8,12,2,4
9,18,3,4
10,12,3,4
11,12,5,4
12,18,3,7
13,14,3,6
14,12,3,4
15,32,3,4
16,24,2,11
17,20,2,4
18,29,7,7
19,22,4,9
20,31,3,13
21,42,6,17
22,34,0,16
23,29,6,15
24,32,8,14
25,47,6,15
26,38,9,22
27,39,9,25
28,49,7,19
29,36,6,30
30,52,9,24
31,58,15,26
32,39,12,37
33,42,11,32
34,44,20,59
35,45,20,48
36,58,18,44
37,53,21,56
38,51,23,49
39,38,30,84
40,50,29,67
41,51,35,81
42,48,29,84
43,46,34,80
44,50,33,104
45,42,38,94
46,61,50,117
47,42,34,108
48,59,52,130
49,47,44,123
50,50,57,117
51,56,51,141
52,63,57,148
53,58,60,164
54,55,69,153
55,41,78,173
56,64,73,180
57,64,86,188
58,62,98,189
59,51,84,219
60,55,109,227
61,64,105,223
62,71,113,244
63,63,133,264
64,55,133,281
65,77,145,282
66,71,165,336
67,58,181,340
68,76,199,363
69,75,205,405
70,64,247,445
71,79,255,496
72,92,280,572
73,100,340,598
74,82,385,706
75,89,486,770
76,121,470,914
77,104,566,1120
78,123,690,1253
79,136,792,1330
80,139,1006,1777
81,142,1031,1884
82,185,1389,2442
83,194,1668,3193
84,200,2036,3634
85,236,2350,4501
86,253,2781,4961
87,300,3387,6277
88,349,3897,6315
89,390,4136,6694
90,473,4634,7512
91,531,4581,7737
92,649,4862,7981
93,752,4932,8103
94,933,4855,8184
95,1112,4887,8430
96,1377,4811,8733
97,1753,4906,9148
98,2187,4945,9714
99,2991,4992,11012
100,4090,5250,13210
101,5803,5750,17178
102,8047,6253,20711
103,11345,7209,26121
104,14741,7910,28713
105,18909,8264,32408
106,24743,9126,33683
107,32023,9682,33708
108,39805,9443,34371
109,45286,9830,34480
110,48965,10329,33669
111,46679,11102,34348
112,42710,13091,34913
113,37078,15364,37097
114,31588,16601,38248
115,27849,18461,40527
116,25144,17882,42172
117,23387,18410,41815
118,21904,18201,40973
119,20774,18384,41408
120,19377,20462,39938
121,18313,24554,41266
122,18595,25874,41149
123,18818,28048,48151
124,21469,37294,58137
125,21211,42900,74627
126,40231,78922,101315
127,163680,292315,193991
128,145649,309409,88904
129,35348,67206,33141
130,20543,35504,15244
131,16765,26658,11141
132,16945,20924,7867
133,15900,19422,4500
134,15761,18048,4896
135,16848,16832,3378
136,17890,15623,3078
137,18964,16400,3301
138,20544,15882,3448
139,23133,16183,3306
140,25786,15749,3609
141,29584,14838,3717
142,35020,13177,4350
143,39427,12053,3952
144,45162,11484,3848
145,46889,11005,3830
146,44114,10369,3656
147,37995,9940,3506
148,30489,9501,3115
149,23522,8806,3162
150,18317,8499,2895
151,13802,7636,2571
152,10691,6700,2395
153,7768,5655,2310
154,5457,4967,2152
155,3948,4615,2185
156,2840,4252,2069
157,2131,4210,2367
158,1651,4370,2481
159,1320,4273,2298
160,1054,4050,2247
161,886,4532,2194
162,719,4317,2433
163,610,4268,2181
164,511,4079,2075
165,436,4036,2013
166,375,4009,2111
167,350,3480,1755
168,283,3129,1456
169,265,2704,1385
170,230,2214,1057
171,199,2051,1016
172,181,1634,869
173,152,1284,678
174,149,1153,571
175,140,950,489
176,115,798,405
177,121,694,364
178,110,658,336
179,95,546,300
180,102,423,237
181,92,401,183
182,79,340,178
183,64,295,161
184,83,279,136
185,81,261,131
186,80,226,105
187,56,192,106
188,62,196,85
189,78,174,89
190,71,151,64
191,58,144,66
192,69,127,59
193,50,123,58
194,65,121,50
195,59,102,45
196,62,103,42
197,52,84,39
198,46,87,37
199,62,73,34
200,57,82,31
201,50,75,22
202,49,62,34
203,52,62,24
204,61,64,24
205,50,51,23
206,52,53,18
207,48,48,18
208,45,39,21
209,49,45,14
210,48,39,16
211,46,36,14
212,46,31,16
213,47,36,12
214,41,36,12
215,45,29,13
216,39,26,10
217,52,22,3
218,43,24,14
219,38,19,8
220,40,17,8
221,46,15,4
222,44,15,6
223,46,14,3
224,40,16,10
225,45,7,2
226,43,12,3
227,39,9,6
228,45,5,3
229,30,7,3
230,42,3,6
231,37,6,2
232,25,4,0
233,29,5,2
234,27,4,4
235,33,2,1
236,30,0,3
237,23,3,2
238,27,2,4
239,21,3,0
240,20,2,2
241,17,0,1
242,21,1,1
243,12,2,4
244,20,0,2
245,19,1,1
246,14,4,1
247,12,2,1
248,5,0,1
249,17,1,4
250,5,1,2
251,8,0,2
252,3,2,1
253,9,3,0
254,6,0,2
255,5,0,2
