,x,y,z
0,0,65,513
1,0,122,1380
2,0,173,1931
3,0,212,2355
4,0,236,2708
5,0,275,3018
6,0,318,3278
7,0,345,3531
8,0,411,3734
9,0,461,3953
10,0,518,4088
11,0,552,4292
12,0,620,4450
13,0,651,4667
14,0,690,4801
15,0,736,4929
16,0,785,5111
17,0,854,5172
18,0,905,5371
19,0,935,5416
20,0,965,5566
21,16,1036,5687
22,16,1121,5799
23,14,1211,5970
24,14,1314,6085
25,12,1450,6184
26,13,1571,6311
27,11,1706,6521
28,20,1815,6656
29,49,1954,6812
30,36,2100,7000
31,32,2321,7080
32,32,2508,7296
33,107,2593,7497
34,74,2757,7703
35,64,2870,7830
36,220,3133,7933
37,238,3416,8187
38,287,3649,8345
39,320,3967,8508
40,395,4179,8695
41,387,4605,8901
42,395,5181,9107
43,366,5232,9258
44,464,5808,9519
45,725,6237,9678
46,1072,6743,9869
47,1328,7058,10106
48,1783,7702,10252
49,2499,8622,10487
50,3014,8910,10748
51,3725,8690,10944
52,4410,8860,11220
53,5220,9447,11353
54,6589,9642,11227
55,9059,9854,11240
56,11930,10577,11143
57,15716,12618,11041
58,18802,13196,10772
59,22569,12410,10521
60,29753,12178,10025
61,37400,13181,9490
62,46325,12802,9003
63,46059,12307,8267
64,47461,12028,7807
65,45213,11835,7251
66,39832,13077,6404
67,31106,12276,6626
68,23536,12129,5854
69,19958,12950,5271
70,15711,12022,4834
71,11629,11563,4051
72,9065,11132,3814
73,6488,11356,3810
74,5324,10808,3492
75,4339,9451,3215
76,3409,8997,3087
77,2760,9096,3129
78,2303,7861,2798
79,2058,7956,1971
80,1685,7422,2030
81,1470,7242,1856
82,1152,6459,1521
83,1044,6211,1315
84,795,5841,1161
85,656,5558,923
86,510,5375,808
87,365,4905,1007
88,252,4582,1055
89,207,4369,797
90,181,3894,799
91,182,3521,727
92,192,3264,642
93,194,3048,543
94,104,2874,555
95,100,2616,575
96,131,2435,670
97,150,2291,437
98,173,2170,444
99,82,2030,421
100,13,1889,360
101,13,1732,227
102,14,1552,187
103,16,1404,178
104,16,1322,173
105,19,1235,152
106,21,1124,153
107,24,1075,163
108,33,986,167
109,22,987,194
110,0,924,236
111,0,835,203
112,0,768,171
113,0,725,175
114,0,659,73
115,0,627,56
116,0,535,53
117,0,513,50
118,0,466,50
119,0,409,45
120,0,375,46
121,0,335,46
122,0,289,43
123,0,245,34
124,0,205,34
125,0,171,32
126,0,126,21
127,0,51,12
