,x,y,z,vx,vy,vz
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,2208,0,0,0,0
28,0,1785,0,0,0,0
29,0,5216,0,0,0,0
30,0,3567,0,0,0,0
31,0,476,0,0,0,0
32,0,9,0,0,0,0
33,0,399,0,0,0,0
34,0,278,318,0,0,0
35,0,805,551,0,0,0
36,0,657,119,0,0,0
37,0,885,524,0,0,0
38,0,808,198,0,0,0
39,0,1122,353,0,0,0
40,0,1344,537,0,0,0
41,0,1100,249,0,0,0
42,0,1010,565,0,0,0
43,0,878,300,0,0,0
44,0,1748,301,0,0,0
45,0,1921,479,0,0,0
46,0,1936,393,0,0,0
47,0,2775,1030,0,0,0
48,0,2766,1273,0,0,0
49,0,3949,1143,0,0,0
50,0,4791,1439,0,0,0
51,0,4073,2039,0,0,0
52,0,4726,2178,0,0,0
53,180,5706,4690,0,0,0
54,678,5928,5379,0,0,0
55,703,6280,7379,0,0,0
56,670,8648,6424,0,0,0
57,1472,10670,8863,0,0,0
58,2450,8476,11194,0,0,0
59,4762,5551,8776,0,0,0
60,10711,7735,11789,0,0,0
61,19308,8342,13510,0,0,0
62,32862,9448,12224,0,0,0
63,71715,10913,25370,140667,141535,137100
64,64250,16443,21175,134086,133218,137653
65,34531,12640,12247,0,0,0
66,16981,12245,13423,0,0,0
67,6447,8981,11935,0,0,0
68,4641,9865,11420,0,0,0
69,2079,6505,10806,0,0,0
70,313,4460,9003,0,0,0
71,0,5545,8262,0,0,0
72,0,5219,7779,0,0,0
73,0,5324,6689,0,0,0
74,0,5260,5562,0,0,0
75,0,3432,3180,0,0,0
76,0,3326,2388,0,0,0
77,0,4340,3267,0,0,0
78,0,3852,2571,0,0,0
79,0,3199,1719,0,0,0
80,0,3077,2655,0,0,0
81,0,2962,1563,0,0,0
82,0,3853,1158,0,0,0
83,0,2342,681,0,0,0
84,0,1836,487,0,0,0
85,0,1440,622,0,0,0
86,0,1333,446,0,0,0
87,0,1411,264,0,0,0
88,0,807,628,0,0,0
89,0,768,247,0,0,0
90,0,610,27,0,0,0
91,0,644,81,0,0,0
92,0,1033,100,0,0,0
93,0,485,994,0,0,0
94,0,504,0,0,0,0
95,0,812,692,0,0,0
96,0,1271,3095,0,0,0
97,0,0,0,0,0,0
98,0,0,0,0,0,0
99,0,0,0,0,0,0
100,0,0,0,0,0,0
101,0,0,0,0,0,0
102,0,0,0,0,0,0
103,0,0,0,0,0,0
104,0,0,0,0,0,0
105,0,0,0,0,0,0
106,0,0,0,0,0,0
107,0,0,0,0,0,0
108,0,0,0,0,0,0
109,0,0,0,0,0,0
110,0,0,0,0,0,0
111,0,0,0,0,0,0
112,0,0,0,0,0,0
113,0,0,0,0,0,0
114,0,0,0,0,0,0
115,0,0,0,0,0,0
116,0,0,0,0,0,0
117,0,0,0,0,0,0
118,0,0,0,0,0,0
119,0,0,0,0,0,0
120,0,0,0,0,0,0
121,0,0,0,0,0,0
122,0,0,0,0,0,0
123,0,0,0,0,0,0
124,0,0,0,0,0,0
125,0,0,0,0,0,0
126,0,0,0,0,0,0
127,0,0,0,0,0,0
