0,0
1,14
2,78
3,283
4,617
5,1110
6,1916
7,3016
8,4585
9,6459
10,7549
11,12130
12,14852
13,18391
14,23193
15,28862
16,32138
17,40215
18,50450
19,60778
20,68872
21,77240
22,83397
23,94987
24,99960
25,106034
26,111839
27,113655
28,115232
29,117644
30,118275
31,114443
32,117486
33,119023
34,117864
35,119086
36,117894
37,118030
38,115634
39,115122
40,116061
41,116360
42,115082
43,115391
44,114622
45,115975
46,114103
47,112559
48,111214
49,115237
50,112521
51,112666
52,110880
53,110098
54,107584
55,106288
56,108559
57,107568
58,105413
59,106086
60,105494
61,103853
62,101502
63,102307
64,99755
65,99700
66,97601
67,95834
68,93530
69,92166
70,91453
71,86732
72,82687
73,80856
74,78406
75,73371
76,67483
77,64873
78,61294
79,56615
80,49577
81,41545
82,37458
83,32568
84,28192
85,24035
86,19888
87,17162
88,13942
89,12400
90,10571
91,9142
92,7733
93,6279
94,5141
95,4467
96,3601
97,3196
98,2490
99,1761
100,1395
101,1362
102,1059
103,713
104,709
105,474
106,348
107,147
108,243
109,146
110,175
111,150
112,140
113,44
114,58
115,13
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
