,x,y,z
0,0,58,568
1,0,112,1383
2,0,150,1944
3,0,183,2381
4,0,219,2696
5,0,275,3003
6,0,313,3262
7,0,338,3492
8,0,387,3727
9,0,417,3871
10,0,460,4065
11,0,499,4288
12,0,551,4432
13,0,592,4581
14,0,647,4715
15,0,692,4866
16,0,734,4986
17,0,825,5146
18,0,922,5235
19,0,985,5417
20,0,1069,5550
21,0,1153,5713
22,0,1236,5842
23,0,1359,5997
24,2,1486,6108
25,18,1536,6246
26,16,1550,6417
27,37,1673,6525
28,42,1828,6689
29,36,2030,6836
30,34,2163,6964
31,60,2412,7113
32,114,2414,7253
33,82,2603,7447
34,65,2808,7555
35,115,3111,7757
36,141,3296,7892
37,212,3628,8110
38,284,3809,8252
39,389,4280,8483
40,459,4414,8638
41,520,4474,8860
42,468,4820,9084
43,526,5518,9227
44,666,5747,9324
45,889,6136,9445
46,1017,6456,9641
47,1569,7006,9878
48,1776,7348,10027
49,2126,7872,10228
50,2997,8085,10368
51,3411,8589,10511
52,4117,9410,10714
53,5006,9435,10844
54,6747,9478,11029
55,8736,11271,10962
56,11956,10358,11013
57,14668,11937,10863
58,18075,13400,10470
59,23668,13002,10243
60,29586,12636,9863
61,38503,12115,9349
62,46894,13021,8878
63,50502,15058,8216
64,48920,12797,7981
65,45263,13330,7470
66,39683,12341,6921
67,29068,11475,6279
68,23782,12264,6373
69,17905,11771,5954
70,13787,11775,5535
71,10955,10752,4480
72,8857,10371,3922
73,7098,10288,3743
74,5108,9425,3187
75,4213,9031,2864
76,3492,9137,2766
77,2773,8619,2781
78,2203,8245,2733
79,1802,8227,2725
80,1388,7936,2198
81,1267,7205,1873
82,965,6719,1786
83,958,6253,1466
84,774,5697,1417
85,784,5365,1155
86,433,5066,1154
87,327,4672,1017
88,308,4385,928
89,211,4116,808
90,274,3767,716
91,209,3558,722
92,224,3529,515
93,152,3191,538
94,133,2945,492
95,95,2801,552
96,85,2612,594
97,79,2503,557
98,42,2217,491
99,45,2023,343
100,60,1856,298
101,39,1780,319
102,0,1637,318
103,0,1503,234
104,0,1363,228
105,0,1298,231
106,0,1205,238
107,0,1147,241
108,0,1049,311
109,0,961,349
110,0,877,260
111,0,788,141
112,0,693,152
113,0,644,158
114,0,614,161
115,0,554,150
116,0,527,160
117,0,486,181
118,0,425,246
119,0,370,87
120,0,348,61
121,0,318,53
122,0,284,47
123,0,243,47
124,0,201,45
125,0,166,33
126,0,108,18
127,0,48,5
