,x,y,z
0,164,0,0
1,165,0,0
2,138,0,0
3,186,0,1
4,161,1,0
5,184,0,0
6,198,0,0
7,174,0,0
8,228,0,0
9,174,0,0
10,260,0,0
11,182,0,0
12,273,0,1
13,226,2,0
14,276,1,0
15,268,3,1
16,266,4,1
17,324,3,0
18,291,3,1
19,313,5,2
20,364,3,1
21,374,4,0
22,360,6,5
23,394,4,0
24,411,6,1
25,440,6,3
26,479,6,2
27,500,11,1
28,536,9,6
29,697,11,9
30,962,12,6
31,1462,15,13
32,2056,28,8
33,2813,45,14
34,3721,28,27
35,5012,41,21
36,6002,54,31
37,7448,87,39
38,8886,132,50
39,10836,148,54
40,12075,175,85
41,13780,225,118
42,15080,281,206
43,16160,444,366
44,18467,566,680
45,21068,878,1088
46,23405,1317,1839
47,25866,1944,2504
48,28314,2704,3951
49,30358,3565,5355
50,30531,5094,6897
51,30749,5967,7745
52,31704,6636,8099
53,44331,7712,8887
54,61876,9086,10507
55,78769,10872,13703
56,99438,12780,15058
57,136700,15066,17790
58,150040,18533,26076
59,134731,24132,33335
60,124466,36952,56954
61,361895,1414143,1742769
62,399347,1546472,1205756
63,138168,40305,27736
64,149399,24042,14881
65,166035,15663,11626
66,152122,11520,8258
67,111156,9191,7010
68,88342,8420,6154
69,69600,6610,4799
70,49593,5206,3715
71,35208,4571,3426
72,33958,4280,3280
73,34477,4039,3205
74,33427,3395,2343
75,32275,2738,1758
76,29198,1944,1335
77,26562,1333,946
78,23476,830,561
79,20697,579,370
80,19155,349,209
81,17857,206,152
82,15103,151,93
83,13590,99,62
84,11670,87,56
85,10246,88,37
86,8290,65,36
87,6637,62,22
88,5533,47,22
89,4238,34,20
90,2986,36,18
91,2220,34,14
92,1609,26,12
93,1108,29,10
94,760,14,10
95,596,20,11
96,569,10,7
97,519,11,8
98,500,6,6
99,474,9,7
100,458,5,6
101,412,3,3
102,419,4,4
103,386,5,4
104,361,4,3
105,364,4,3
106,328,4,0
107,314,0,0
108,313,1,0
109,298,2,0
110,269,1,0
111,271,0,0
112,263,0,0
113,251,0,0
114,238,1,0
115,233,0,0
116,215,0,0
117,211,0,0
118,204,0,0
119,205,0,0
120,183,0,1
121,190,0,0
122,173,0,0
123,173,0,0
