,x,y,z,vx,vy,vz
0,0,1378,0,22,1,9
1,0,1221,0,93,6,91
2,0,1321,2742,121,6,67
3,0,840,4780,130,6,135
4,0,829,16935,114,5,165
5,0,5386,22647,158,6,269
6,0,5091,32841,153,20,306
7,0,4300,25927,282,25,500
8,0,4719,19297,295,28,551
9,0,8608,24826,379,81,668
10,0,50379,40279,374,74,920
11,0,50714,54806,514,75,1099
12,0,41011,20360,601,114,1379
13,0,23676,23327,671,194,1384
14,0,9272,23921,495,152,1817
15,0,8830,31423,660,185,2172
16,0,25221,23953,831,170,2538
17,0,31846,26273,1014,245,2830
18,0,77727,35887,1101,490,3141
19,0,46013,38602,1342,551,3917
20,0,41654,44157,1402,634,4455
21,0,31371,46150,1506,581,5074
22,0,89937,64706,1585,496,5389
23,0,40205,40900,1954,634,5840
24,0,31601,27382,1941,771,5985
25,0,10785,30191,1927,1091,6660
26,0,41179,48663,2518,893,7582
27,0,42160,82338,2686,1505,9138
28,0,17708,112039,2910,1461,11975
29,0,21241,72068,3187,1748,13493
30,5799,27538,94200,4527,2344,15182
31,25123,56608,84051,5700,2838,17495
32,73438,36726,76626,5810,3241,20166
33,113272,39075,98879,6504,4361,22405
34,28326,97231,62139,7792,5449,26625
35,64591,87086,87760,9098,4670,30880
36,86258,122086,125699,9024,6126,35125
37,96376,69115,105185,10784,7837,39163
38,136106,33309,95421,12341,9443,44092
39,65974,97524,73748,16085,10860,51435
40,56588,34733,33506,19209,13729,61376
41,63627,14600,34286,25220,16147,68990
42,72331,8326,42062,29085,20797,78904
43,131564,5899,77474,36042,26053,90375
44,71301,3463,39369,43637,32385,104215
45,84928,47553,37998,54708,42822,118391
46,105798,97731,64774,64212,52500,130045
47,83302,39413,82248,81448,63959,146448
48,42875,53076,150808,101326,81529,165080
49,32384,42022,146088,122715,102418,187116
50,27124,62902,242405,148346,122820,208329
51,55020,8525,330669,169905,148434,235298
52,98741,27815,503244,200725,180663,259988
53,116876,48187,1083329,236873,208854,289448
54,90899,59601,2300825,278971,249787,323566
55,87604,43788,1532578,322054,287457,357794
56,76802,52154,506221,361066,339180,398099
57,84573,28780,177334,404809,387659,430037
58,90406,54216,109669,438798,442820,466622
59,76054,163966,75640,474245,505697,498139
60,60238,218264,70876,510912,560010,527729
61,58120,583627,68482,533734,610286,544469
62,139090,1122763,41644,559008,649354,554145
63,3306022,1568844,43446,568486,664706,550036
64,3273020,1484051,57283,567743,669401,524279
65,157039,1032448,50459,557368,655266,491949
66,56586,537778,48852,543624,616897,449560
67,44556,176222,58598,513447,569866,404804
68,75013,113366,37718,480984,510571,360789
69,60329,47533,28017,442648,452630,315371
70,39584,39594,14948,404142,397161,277321
71,26263,115577,41942,356308,343015,243376
72,56697,42902,49909,317123,292101,212217
73,52910,64348,21004,280431,248821,181319
74,48878,23611,55459,244982,212352,161181
75,53252,23697,46685,209516,179117,141906
76,62898,123739,16618,174992,148525,123612
77,68653,128582,23033,143705,121438,112111
78,65696,58900,45725,118954,98282,96993
79,89710,86492,77371,99466,81400,84221
80,100731,107671,47478,79977,62442,71132
81,97079,39401,30061,65682,50058,58949
82,75447,50456,37814,53169,39889,49207
83,100859,57225,19537,44014,33283,43160
84,74364,72736,73517,35200,27132,36089
85,36209,12267,28367,28922,20986,31261
86,44054,64601,63794,22165,16645,25329
87,73517,32984,21148,16855,13459,20481
88,86872,94224,61529,13256,12029,16441
89,98862,68404,32814,11078,8803,13994
90,55462,46070,102851,8326,6143,11737
91,175849,37776,68764,6391,5039,8549
92,144228,50144,58422,5552,3492,6674
93,130637,61536,25912,4750,3028,5188
94,185584,75399,33161,4460,2804,4350
95,127778,55528,49231,3704,2294,3089
96,104470,33664,36942,2966,1547,2179
97,26334,71050,99797,2752,1244,1433
98,14309,63280,75088,2722,846,1022
99,1456,67731,61405,2491,901,756
100,0,48908,36627,2357,729,611
101,0,44900,13068,2317,647,459
102,0,42403,18803,2223,376,448
103,0,82405,19011,1715,283,442
104,0,49159,20939,1582,411,438
105,0,36673,48493,1261,304,291
106,0,35898,40108,1124,140,170
107,0,48887,20399,710,232,115
108,0,20117,24350,528,171,68
109,0,14566,20723,477,98,38
110,0,57616,18276,576,126,79
111,0,9639,9955,483,220,85
112,0,14953,12731,388,152,90
113,0,19791,4913,426,110,100
114,0,34952,4677,265,80,97
115,0,32641,22204,248,41,84
116,0,47645,1737,362,64,75
117,0,11734,4563,285,33,70
118,0,8707,4210,332,0,36
119,0,4420,0,159,6,12
120,0,1948,0,195,0,16
121,0,8148,0,203,13,1
122,0,24130,0,148,0,4
123,0,8719,0,108,0,6
124,0,0,1242,82,0,3
125,0,0,2338,20,0,2
126,0,0,2544,17,0,1
127,0,0,3448,5,0,0
