,x,y,z
0,0,0,0
1,1,0,0
2,2,0,0
3,1,0,0
4,0,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,0,0
9,0,0,0
10,1,0,0
11,1,0,0
12,0,0,0
13,0,0,0
14,1,0,0
15,0,0,0
16,1,0,0
17,2,0,0
18,2,0,0
19,0,0,0
20,0,0,0
21,1,0,0
22,2,0,0
23,0,0,0
24,2,0,0
25,0,0,0
26,0,0,0
27,1,0,0
28,1,0,0
29,3,0,0
30,1,0,0
31,0,0,0
32,1,0,0
33,2,0,0
34,2,0,0
35,0,0,0
36,0,0,0
37,2,0,0
38,2,0,0
39,2,0,0
40,1,0,0
41,1,0,0
42,3,0,0
43,1,0,0
44,0,0,0
45,2,0,0
46,3,0,0
47,1,0,0
48,3,0,0
49,2,0,0
50,0,0,0
51,4,0,0
52,2,0,0
53,4,0,0
54,1,0,0
55,2,0,0
56,3,0,0
57,3,0,0
58,3,0,0
59,2,0,0
60,4,0,0
61,5,0,0
62,1,0,0
63,5,0,0
64,5,0,0
65,1,0,0
66,7,0,0
67,4,0,0
68,4,0,0
69,6,0,0
70,5,0,0
71,8,0,0
72,6,0,0
73,5,0,0
74,11,0,0
75,7,0,0
76,8,0,0
77,10,0,0
78,9,0,0
79,15,0,0
80,12,0,0
81,15,0,0
82,15,0,0
83,20,0,0
84,20,0,0
85,23,0,0
86,27,0,0
87,31,0,0
88,38,0,1
89,46,1,0
90,56,0,0
91,68,0,0
92,87,0,0
93,117,0,0
94,157,0,0
95,222,0,0
96,325,0,0
97,445,0,0
98,605,0,0
99,869,0,0
100,1032,0,0
101,1199,0,0
102,1232,0,1
103,1343,0,215
104,1440,0,86
105,1136,0,68
106,436,0,55
107,330,0,48
108,268,1,36
109,226,0,35
110,195,0,32
111,154,0,30
112,148,0,27
113,131,0,24
114,119,1,24
115,110,0,24
116,101,0,23
117,97,0,199
118,92,1,163
119,91,0,2585
120,91,0,1987
121,90,3,1265
122,105,2314,523
123,152,542,445
124,220,166,481
125,165,191,6280
126,240,360,15158
127,6675,12023,2285
128,6319,14183,175
129,482,3249,170
130,213,39,250
131,154,36,280
132,122,579,2609
133,112,1694,216
134,103,148,100
135,100,3,179
136,93,4,165
137,215,4,116
138,270,7,205
139,325,9,206
140,320,11,210
141,263,20,363
142,247,28,320
143,239,49,0
144,222,117,0
145,266,119,0
146,269,102,0
147,338,76,0
148,381,67,0
149,484,41,0
150,546,55,0
151,607,52,0
152,610,49,0
153,529,39,0
154,580,52,0
155,496,25,0
156,381,35,0
157,302,21,0
158,240,21,0
159,158,52,0
160,110,51,0
161,69,63,0
162,61,76,0
163,43,186,0
164,35,120,0
165,31,270,0
166,30,309,0
167,24,0,0
168,20,0,0
169,17,0,0
170,15,0,0
171,14,0,0
172,11,0,0
173,10,0,0
174,10,0,0
175,9,0,0
176,7,0,0
177,7,0,0
178,7,0,0
179,5,0,0
180,5,0,0
181,6,0,0
182,4,0,0
183,4,0,0
184,5,0,0
185,2,0,0
186,5,0,0
187,2,0,0
188,4,0,0
189,2,0,0
190,4,0,0
191,2,0,0
192,3,0,0
193,2,0,0
194,2,0,0
195,2,0,0
196,1,0,0
197,4,0,0
198,1,0,0
199,1,0,0
200,1,0,0
201,4,0,0
202,1,0,0
203,1,0,0
204,1,0,0
205,0,0,0
206,5,0,0
207,0,0,0
208,0,0,0
209,1,0,0
210,1,0,0
211,0,0,0
212,5,0,0
213,0,0,0
214,0,0,0
215,0,0,0
216,1,0,0
217,1,0,0
218,0,0,0
219,2,0,0
220,3,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,1,0,0
226,0,0,0
227,1,0,0
228,1,0,0
229,2,0,0
230,2,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,1,0,0
238,0,0,0
239,0,0,0
240,1,0,0
241,0,0,0
242,2,0,0
243,1,0,0
244,2,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,1,0,0
253,0,0,0
254,0,0,0
255,1,0,0
