,x,y,z
0,1764,0,0
1,1942,69,0
2,2173,179,0
3,2470,202,0
4,2814,232,0
5,2983,373,394
6,3038,559,634
7,4176,722,650
8,7061,1008,839
9,10511,1173,1466
10,14166,1312,1779
11,20399,1810,3040
12,21312,2230,3295
13,16914,2761,4225
14,14245,3576,6970
15,37194,120728,149459
16,24263,127498,98161
17,9342,1113,413
18,10977,1395,603
19,14006,1488,487
20,13910,1368,354
21,9987,1149,178
22,7588,890,186
23,4933,492,43
24,2716,407,0
25,1834,321,0
26,1892,114,0
27,1898,7,0
28,1861,0,0
29,1783,0,0
30,1581,0,0
31,1380,0,0
