,x,y,z
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,1,0
20,0,2,0
21,0,1,0
22,0,1,0
23,0,1,0
24,0,0,0
25,0,1,0
26,0,0,0
27,0,0,0
28,0,1,0
29,0,0,0
30,0,1,0
31,0,0,0
32,0,0,0
33,0,0,1
34,0,0,1
35,0,0,2
36,0,1,0
37,0,0,1
38,0,0,2
39,0,0,3
40,0,0,1
41,0,0,2
42,0,0,1
43,0,0,3
44,0,0,2
45,0,0,0
46,0,10,7
47,0,8,1
48,0,7,3
49,0,2,4
50,0,4,3
51,0,2,3
52,0,2,2
53,0,5,5
54,0,1,3
55,0,1,2
56,0,5,3
57,0,3,4
58,0,4,22
59,0,4,11
60,0,4,9
61,0,11,19
62,0,7,37
63,0,5,19
64,0,2,24
65,0,7,20
66,0,8,13
67,0,7,21
68,0,3,19
69,0,7,32
70,0,5,22
71,0,8,39
72,0,3,30
73,0,4,21
74,0,5,21
75,0,4,36
76,0,7,33
77,0,6,25
78,0,9,26
79,0,24,39
80,0,24,33
81,0,19,32
82,0,14,48
83,0,35,37
84,0,28,26
85,0,33,33
86,0,46,18
87,0,30,18
88,0,27,27
89,0,31,30
90,0,13,42
91,0,21,38
92,0,25,22
93,0,28,27
94,0,39,32
95,0,29,43
96,0,25,47
97,0,29,50
98,0,34,38
99,0,33,55
100,0,17,41
101,0,30,32
102,0,19,42
103,0,18,56
104,0,21,63
105,0,24,43
106,0,23,23
107,0,17,26
108,0,26,20
109,0,29,21
110,39,24,19
111,31,18,24
112,10,19,38
113,6,21,38
114,42,25,48
115,63,16,37
116,44,28,32
117,41,20,44
118,42,20,48
119,74,18,33
120,77,18,30
121,56,16,14
122,87,14,10
123,110,9,12
124,206,10,11
125,117,18,11
126,168,13,9
127,152,11,8
128,212,18,16
129,257,13,8
130,189,13,9
131,109,12,14
132,75,13,9
133,88,15,13
134,57,14,81
135,62,13,11
136,47,17,16
137,57,14,8
138,19,27,18
139,12,21,12
140,12,45,6
141,11,29,6
142,11,25,10
143,6,21,5
144,2,25,12
145,3,30,6
146,2,29,5
147,2,15,8
148,1,28,10
149,2,15,3
150,2,24,4
151,2,22,6
152,2,14,8
153,2,17,10
154,2,17,14
155,2,24,8
156,1,19,13
157,2,18,3
158,3,25,3
159,3,23,7
160,2,10,6
161,3,16,4
162,3,21,11
163,4,19,10
164,4,24,16
165,4,17,3
166,6,14,2
167,7,16,2
168,0,19,4
169,5,25,2
170,7,22,6
171,9,11,6
172,9,14,3
173,3,17,6
174,3,8,7
175,2,10,7
176,2,7,10
177,3,15,12
178,0,12,18
179,1,13,23
180,1,13,40
181,0,12,1
182,1,23,2
183,0,27,2
184,1,18,1
185,1,12,0
186,1,13,1
187,1,12,1
188,0,19,1
189,0,10,1
190,0,14,0
191,1,18,2
192,0,19,1
193,0,21,1
194,0,43,1
195,0,23,1
196,1,3,2
197,0,3,2
198,0,5,1
199,0,6,0
200,0,7,0
201,0,4,0
202,0,3,0
203,0,2,0
204,0,6,0
205,0,5,0
206,0,2,0
207,1,7,0
208,0,2,0
209,0,7,0
210,0,4,0
211,0,2,0
212,0,13,0
213,0,7,0
214,0,5,0
215,0,16,0
216,0,4,0
217,0,3,0
218,0,4,0
219,0,6,0
220,0,6,0
221,0,5,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,1,0,0
240,0,1,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
