,x,y,z
0,0,0,193
1,0,1,281
2,14,4,368
3,29,3,888
4,28,4,1257
5,8,4,1651
6,0,4,1563
7,0,4,1476
8,0,4,1715
9,0,4,2065
10,0,4,4821
11,28,5,22308
12,30,4,37254
13,0,6,61336
14,0,7,72829
15,0,5,85705
16,0,6,115107
17,0,7,155377
18,0,14,186959
19,0,168,250585
20,0,243,329254
21,0,815,474536
22,0,5872,737615
23,0,4123,1102467
24,0,6251,1489578
25,0,9627,1480622
26,0,4418,1204313
27,0,2816,692413
28,0,3633,396122
29,0,4383,177664
30,0,3370,97222
31,0,3887,50337
32,0,4315,24938
33,0,3877,16915
34,0,4323,20586
35,0,4959,15072
36,0,5752,11670
37,0,5646,10286
38,0,7306,11988
39,0,9031,11758
40,0,9720,11723
41,0,10516,12519
42,0,11743,8871
43,0,12759,9160
44,0,13705,10480
45,0,15318,7635
46,0,17455,9830
47,0,19156,6216
48,0,21681,4635
49,0,24657,13999
50,0,28320,5544
51,700,33808,4060
52,2145,43815,4635
53,4698,45972,4378
54,17246,55429,5748
55,36503,78796,10349
56,52979,110068,3035
57,83673,160007,2423
58,161374,244050,2922
59,268489,386890,3744
60,475451,551950,1923
61,789049,752751,1863
62,1206657,903376,2249
63,1722375,1018025,2005
64,1680068,1003367,1773
65,1182045,926731,1622
66,759640,783810,1659
67,482695,597477,1817
68,275596,421179,1544
69,164096,267351,1741
70,88108,177583,1885
71,46589,116021,1104
72,32387,83792,1495
73,17103,65180,1044
74,6480,54652,940
75,1675,45374,871
76,430,36405,993
77,0,33447,1779
78,0,26471,2007
79,0,23785,413
80,0,20455,411
81,0,17701,742
82,0,15784,2742
83,0,14076,943
84,0,11242,560
85,0,11499,375
86,0,12316,393
87,0,12014,977
88,0,11795,2234
89,0,8057,1295
90,0,6224,841
91,0,6137,765
92,0,4782,684
93,0,4232,637
94,0,4496,697
95,0,2822,718
96,0,3164,835
97,0,3204,1045
98,0,3666,1119
99,0,3097,662
100,0,6656,754
101,0,7454,738
102,0,5895,325
103,0,6006,711
104,0,6189,1424
105,0,8463,203
106,0,8303,91
107,0,3110,105
108,0,1693,135
109,0,0,195
110,0,0,502
111,0,12,977
112,0,15,248
113,0,17,202
114,0,21,159
115,0,22,83
116,0,15,72
117,0,31,74
118,0,25,86
119,0,24,91
120,0,23,173
121,0,23,638
122,0,25,0
123,0,23,0
124,0,23,0
125,0,21,0
126,0,22,0
127,0,17,0
