0,2554
1,17541
2,43702
3,76364
4,108932
5,136000
6,152650
7,161385
8,160478
9,150085
10,133154
11,113701
12,94388
13,75695
14,59077
15,46626
16,35031
17,27083
18,21369
19,16146
20,12164
21,8899
22,6971
23,5158
24,4081
25,3059
26,2283
27,1878
28,1670
29,1274
30,1081
31,1076
32,934
33,961
34,919
35,939
36,741
37,715
38,895
39,734
40,741
41,743
42,712
43,829
44,829
45,830
46,704
47,649
48,539
49,601
50,497
51,524
52,425
53,397
54,404
55,315
56,403
57,667
58,759
59,863
60,948
61,731
62,910
63,645
64,643
65,568
66,577
67,538
68,449
69,329
70,414
71,344
72,459
73,382
74,260
75,252
76,325
77,354
78,351
79,512
80,425
81,396
82,548
83,539
84,463
85,494
86,457
87,319
88,314
89,430
90,359
91,341
92,547
93,444
94,407
95,442
96,257
97,294
98,355
99,301
100,488
101,560
102,494
103,358
104,277
105,387
106,281
107,334
108,454
109,348
110,292
111,173
112,276
113,367
114,314
115,267
116,259
117,322
118,354
119,384
120,386
121,269
122,265
123,116
124,139
125,109
126,171
127,131
