,x,y,z
0,153,0,0
1,178,0,0
2,175,0,0
3,177,0,0
4,179,0,0
5,181,0,0
6,186,0,0
7,210,0,0
8,203,0,0
9,197,0,0
10,211,0,0
11,212,0,0
12,238,0,0
13,232,0,0
14,221,0,0
15,233,0,0
16,275,0,0
17,261,0,0
18,248,0,0
19,267,0,0
20,307,0,0
21,287,0,0
22,292,0,0
23,337,0,0
24,366,0,0
25,350,0,0
26,435,0,0
27,408,0,0
28,490,0,0
29,486,0,0
30,550,0,0
31,536,0,0
32,625,0,0
33,617,0,0
34,675,0,0
35,719,0,0
36,745,0,0
37,782,0,0
38,825,0,0
39,872,0,0
40,919,0,0
41,955,0,0
42,995,0,0
43,1016,0,0
44,1088,0,0
45,1112,0,0
46,1171,0,0
47,1215,0,0
48,1193,0,0
49,1299,0,0
50,1338,0,0
51,1339,0,0
52,1386,0,0
53,1419,0,0
54,1452,0,0
55,1500,0,0
56,1572,0,0
57,1672,0,0
58,1822,0,0
59,1977,0,0
60,2138,0,0
61,2367,0,0
62,2563,0,0
63,2856,0,0
64,3130,0,0
65,3514,0,0
66,3878,0,0
67,4383,0,0
68,4928,0,0
69,5600,0,0
70,6421,0,0
71,7363,0,0
72,8530,0,0
73,9917,0,0
74,11606,0,0
75,13693,0,0
76,16092,0,0
77,19004,0,0
78,22393,0,0
79,26135,0,0
80,29974,0,0
81,33292,0,0
82,34710,0,0
83,32513,0,0
84,25792,0,0
85,16347,0,0
86,7817,0,0
87,3321,0,0
88,1893,0,0
89,1688,0,0
90,1485,0,0
91,1417,0,0
92,1351,0,0
93,1285,0,0
94,1058,0,0
95,960,0,0
96,807,0,0
97,557,0,0
98,415,0,0
99,341,0,0
100,289,0,0
101,185,259,0
102,146,170,0
103,130,111,0
104,121,82,0
105,89,66,0
106,70,53,0
107,44,46,0
108,32,41,0
109,30,38,0
110,28,32,0
111,24,30,0
112,26,29,0
113,24,27,0
114,25,26,0
115,25,25,0
116,23,23,232
117,21,1294,1291
118,21,888,745
119,20,725,535
120,20,977,381
121,21,441,174
122,24,1699,1929
123,25,2065,5261
124,35,2234,8435
125,78,9910,29948
126,209,72666,195097
127,384,336456,376030
128,1117,333999,196038
129,233,71270,25999
130,34,13017,7283
131,29,4738,5842
132,28,2756,2899
133,29,734,47
134,28,833,523
135,29,642,874
136,28,1161,0
137,27,0,0
138,26,0,0
139,25,0,0
140,26,0,0
141,25,0,0
142,26,0,0
143,28,0,0
144,29,0,0
145,32,0,0
146,34,0,0
147,35,0,0
148,38,0,0
149,40,0,0
150,48,0,0
151,85,0,0
152,93,0,0
153,89,0,0
154,100,0,0
155,108,0,0
156,224,0,0
157,287,0,0
158,646,0,0
159,901,0,0
160,1050,0,0
161,1223,0,0
162,1430,0,0
163,1851,0,0
164,2083,0,0
165,2322,0,0
166,2359,0,0
167,2842,0,0
168,4492,0,0
169,8307,0,0
170,15855,0,0
171,26439,0,0
172,34478,0,0
173,36790,0,0
174,35102,0,0
175,31420,0,0
176,27329,0,0
177,23417,0,0
178,19896,0,0
179,16862,0,0
180,14265,0,0
181,12170,0,0
182,10366,0,0
183,8934,0,0
184,7696,0,0
185,6694,0,0
186,5871,0,0
187,5166,0,0
188,4583,0,0
189,4065,0,0
190,3663,0,0
191,3287,0,0
192,2975,0,0
193,2688,0,0
194,2473,0,0
195,2238,0,0
196,2066,0,0
197,1922,0,0
198,1742,0,0
199,1637,0,0
200,1574,0,0
201,1516,0,0
202,1478,0,0
203,1462,0,0
204,1411,0,0
205,1367,0,0
206,1343,0,0
207,1296,0,0
208,1243,0,0
209,1216,0,0
210,1177,0,0
211,1119,0,0
212,1077,0,0
213,1028,0,0
214,995,0,0
215,944,0,0
216,895,0,0
217,893,0,0
218,820,0,0
219,775,0,0
220,744,0,0
221,701,0,0
222,662,0,0
223,631,0,0
224,584,0,0
225,561,0,0
226,513,0,0
227,494,0,0
228,453,0,0
229,419,0,0
230,396,0,0
231,370,0,0
232,351,0,0
233,308,0,0
234,317,0,0
235,281,0,0
236,302,0,0
237,258,0,0
238,276,0,0
239,263,0,0
240,266,0,0
241,232,0,0
242,250,0,0
243,226,0,0
244,236,0,0
245,213,0,0
246,218,0,0
247,212,0,0
248,194,0,0
249,215,0,0
250,191,0,0
251,178,0,0
252,203,0,0
253,167,0,0
254,176,0,0
255,184,0,0
