0,293932
1,1949983
2,4750921
3,7893341
4,10510744
5,11995697
6,12113821
7,11035154
8,9150724
9,6979099
10,4897857
11,3185407
12,1924621
13,1081093
14,565774
15,278963
16,130217
17,57321
18,23863
19,9907
20,3881
21,1590
22,624
23,284
24,169
25,119
26,102
27,117
28,110
29,78
30,78
31,83
32,48
33,20
34,32
35,16
36,20
37,28
38,40
39,30
40,20
41,22
42,29
43,14
44,19
45,15
46,10
47,52
48,78
49,77
50,33
51,34
52,82
53,61
54,19
55,27
56,16
57,10
58,3
59,18
60,40
61,30
62,17
63,24
64,29
65,26
66,14
67,20
68,15
69,8
70,25
71,14
72,22
73,30
74,45
75,40
76,7
77,31
78,15
79,40
80,31
81,9
82,10
83,7
84,12
85,2
86,0
87,21
88,4
89,11
90,9
91,12
92,9
93,34
94,23
95,29
96,42
97,42
98,43
99,177
100,147
101,120
102,55
103,43
104,84
105,42
106,47
107,15
108,28
109,59
110,24
111,46
112,48
113,3
114,8
115,21
116,35
117,46
118,40
119,35
120,27
121,17
122,17
123,52
124,52
125,33
126,11
127,5
