,x,y,z
0,3336,94,48
1,4620,99,44
2,5989,96,96
3,7146,1522,1853
4,6949,2035,2448
5,6333,1916,2281
6,7994,1844,2189
7,7793,1856,1927
8,6676,1821,2546
9,5832,1970,3633
10,5198,2989,4530
11,4845,4187,4591
12,4695,4087,6133
13,4837,4851,7283
14,5756,6492,9693
15,17140,66670,82902
16,14562,62633,45399
17,5321,8445,6145
18,4629,5180,2126
19,4502,3310,1228
20,4661,2040,1490
21,5023,1392,1156
22,5585,1515,1414
23,6400,1250,1215
24,7453,1389,968
25,7531,1515,753
26,5290,1650,575
27,5010,1534,387
28,4761,808,148
29,4227,41,40
30,3063,41,38
31,2149,46,40
