,x,y,z
0,0,0,642
1,0,0,1412
2,0,0,1892
3,0,0,2105
4,0,45,2143
5,0,139,2373
6,0,143,2520
7,0,170,2594
8,876,181,2719
9,1716,260,2774
10,791,348,2890
11,424,440,2847
12,1173,431,2915
13,736,428,2946
14,593,429,2962
15,454,432,3032
16,382,448,3065
17,342,399,3118
18,308,380,3074
19,289,396,3088
20,269,425,3051
21,272,573,3050
22,269,709,3070
23,1685,975,3027
24,924,1117,3248
25,745,838,3312
26,694,887,3548
27,766,809,4027
28,809,818,6076
29,730,955,44957
30,672,1037,130219
31,633,2361,189312
32,598,4003,241274
33,583,2941,332061
34,557,2220,587756
35,548,2555,1330101
36,524,1491,2741050
37,486,2831,2074817
38,492,2988,638591
39,476,5584,159575
40,470,6384,67066
41,442,7418,42229
42,335,5319,33331
43,331,10951,22409
44,315,9688,16997
45,306,11169,13648
46,312,13255,11358
47,279,15044,12431
48,284,11565,9361
49,302,17262,6543
50,362,21438,4896
51,441,20680,4025
52,603,29193,3545
53,853,42788,3531
54,962,59018,3939
55,1199,64227,2638
56,1270,70534,2682
57,4688,101847,2144
58,6543,163575,2407
59,9532,317950,2554
60,26587,524669,3288
61,126730,797752,2881
62,867290,982314,2498
63,3318407,1106241,2315
64,3337369,1137614,2492
65,937456,955260,3072
66,137957,741439,2871
67,22386,505637,2672
68,12991,335528,2368
69,6854,207058,2576
70,2989,101260,2625
71,2517,75265,2664
72,1614,52294,2128
73,1197,36164,2214
74,485,36126,2123
75,467,26979,2288
76,415,28206,2328
77,351,26863,2675
78,354,20491,1478
79,370,15980,1793
80,388,26350,2039
81,417,13969,3503
82,421,16644,3339
83,419,13596,987
84,449,6827,757
85,449,12804,910
86,485,9106,556
87,476,4671,412
88,431,3598,565
89,419,2587,805
90,426,2689,1391
91,454,1460,2617
92,455,1465,43
93,557,719,20
94,608,775,5
95,608,717,3
96,611,533,2
97,594,503,5
98,635,469,4
99,675,559,5
100,808,629,5
101,923,688,6
102,1074,752,4
103,1808,555,5
104,764,653,6
105,1023,624,5
106,1686,565,5
107,799,554,5
108,930,627,5
109,1145,872,4
110,924,1013,5
111,524,1000,4
112,608,861,4
113,762,826,3
114,1537,641,4
115,611,565,5
116,690,521,4
117,794,525,5
118,1110,546,4
119,1427,447,5
120,1259,372,2
121,261,345,0
122,254,160,0
123,265,94,0
124,269,94,0
125,289,91,0
126,279,69,0
127,148,18,0
