,x,y,z
0,363,19,22
1,788,26,65
2,993,61,148
3,1308,310,3371
4,1648,358,4773
5,2322,378,4751
6,4185,610,4349
7,4437,1255,4068
8,3710,2459,5267
9,3029,2181,6396
10,2590,2050,7363
11,2320,1623,7256
12,2172,1329,5851
13,2196,1516,4958
14,2485,4317,9929
15,8342,21356,24212
16,9126,36823,3329
17,3010,5715,255
18,2714,2106,1764
19,2675,1977,50
20,2800,1749,54
21,3106,1606,58
22,3544,1957,61
23,4273,1291,67
24,5423,1324,71
25,5916,1110,79
26,4448,1185,76
27,3286,1227,82
28,2338,691,48
29,1647,120,51
30,1200,98,49
31,499,67,20
