,x,y,z,vx,vy,vz
0,0,0,0,0,0,14
1,0,0,0,0,0,26
2,0,0,0,0,1,49
3,0,0,0,0,3,184
4,0,0,100,0,2,91
5,0,0,561,0,2,116
6,0,0,259,88,6,158
7,0,0,0,413,8,394
8,0,0,457,146,12,525
9,0,0,520,411,10,429
10,0,0,585,579,4,408
11,0,0,0,622,2,569
12,0,0,71,264,4,510
13,0,0,467,334,3,833
14,14733,0,473,393,3,1192
15,15069,0,637,511,7,1641
16,7135,0,924,679,18,1946
17,7034,0,901,632,39,2330
18,2289,0,944,686,81,2749
19,560,0,995,495,168,3113
20,591,639,1087,848,310,2887
21,674,0,1125,891,471,3731
22,586,0,1904,1214,163,3780
23,564,0,2618,1154,204,4393
24,458,0,2905,1176,349,4661
25,409,0,2739,1150,596,4367
26,405,0,4959,1574,869,4480
27,387,0,3791,1990,789,4572
28,401,0,2726,1750,891,4417
29,373,0,5509,2498,1320,5243
30,182,0,543,3227,1363,5816
31,0,0,1778,3477,2145,7021
32,74,0,1820,2779,2179,7945
33,582,0,2257,3716,2315,8326
34,831,0,1506,3253,2472,9301
35,2496,30130,1514,3320,2963,10178
36,2199,7018,8481,4059,3324,11705
37,2435,12516,23567,5150,4851,13042
38,2146,16416,34725,6434,6595,14545
39,1968,9398,50976,6987,7485,18665
40,1820,6121,63590,9157,9829,21319
41,1365,1284,48940,10095,12230,23253
42,983,4256,75241,15192,16358,27681
43,1773,4584,120380,16905,17313,29444
44,1454,23769,224185,21521,21282,34601
45,1060,5467,409571,25017,24847,37713
46,860,6815,835894,32440,30217,42825
47,34,3745,925167,40102,35324,48388
48,0,2230,506660,44637,39399,53627
49,0,2146,159807,52258,47466,58276
50,73,3373,42218,59779,57840,64398
51,424,5871,30535,67875,64612,71836
52,471,4037,18180,73946,75321,78142
53,468,4813,12364,83794,86905,85333
54,165,4846,8922,90694,96046,93893
55,0,14119,12193,102960,105377,101609
56,0,20019,6651,114638,117171,111777
57,0,36333,5904,121432,122827,118927
58,0,80269,8760,132544,128340,126559
59,0,170910,10758,139303,144772,131933
60,0,200407,7795,149213,147032,134556
61,17458,304544,10574,153329,155878,139696
62,275366,473843,9696,156640,161596,144969
63,1450500,576120,12078,157330,164625,144575
64,1565174,516549,3787,156904,164383,143459
65,295234,412565,5460,155215,163140,140499
66,17547,277451,3155,150109,156628,135704
67,0,146839,10593,147198,151120,130962
68,0,100227,14406,141286,144955,128473
69,0,42919,1400,132613,135537,125175
70,0,36010,2766,125337,124807,121345
71,0,21904,3706,114231,112958,108447
72,0,30391,5363,103915,100642,98648
73,0,31735,4388,92241,90577,88070
74,0,14423,801,83591,79729,79472
75,0,13251,1182,77526,69352,70344
76,0,14296,1528,64273,61636,61851
77,0,6974,0,53595,52893,51560
78,0,3254,0,48549,44889,44614
79,293,2033,0,41502,40585,37128
80,346,7403,0,34304,35260,31637
81,0,6034,0,28995,28614,26431
82,98,3674,0,22867,23952,21285
83,903,9437,0,18705,19169,18083
84,1777,14787,2794,15699,16068,14456
85,2360,5075,19126,12445,12797,11420
86,3698,5210,672,9503,11309,9162
87,3461,8041,0,8555,9759,7034
88,3539,8278,0,7051,8198,6365
89,3249,0,0,5608,6911,4295
90,3044,0,549,4238,5268,3286
91,3229,0,562,2966,4497,2323
92,2886,344,631,2937,3742,1766
93,2116,938,1337,1409,3276,1183
94,2128,2900,1204,1179,2184,581
95,2328,3486,984,998,2138,382
96,2879,1453,1205,683,1806,307
97,3340,3825,598,705,1088,170
98,4658,0,0,795,705,170
99,4970,433,0,932,600,205
100,3733,546,0,1962,582,321
101,5473,0,0,1272,481,215
102,4315,0,0,1155,531,107
103,5886,0,0,1098,434,42
104,5111,0,0,1053,474,0
105,3890,0,0,990,172,0
106,4724,3373,0,1168,84,0
107,7121,3548,0,1074,30,0
108,6828,8478,0,1294,17,0
109,1878,3215,0,673,19,0
110,603,1555,0,597,11,0
111,1240,149,0,516,7,0
112,1720,672,0,359,1,0
113,3815,2365,0,262,7,0
114,6877,4653,0,619,3,0
115,1896,352,0,847,0,0
116,2914,0,0,371,0,0
117,2548,0,0,220,0,0
118,0,0,0,242,0,0
119,0,0,0,48,0,0
120,0,0,0,75,0,0
121,0,0,0,83,0,0
122,0,0,0,107,0,0
123,0,0,0,95,0,0
124,0,0,0,97,0,0
125,0,56,0,6,0,0
126,0,1259,0,16,0,0
127,0,286,0,0,0,0
