0,7886
1,55898
2,147793
3,275968
4,430774
5,601662
6,775747
7,937644
8,1084486
9,1199031
10,1281612
11,1342942
12,1359652
13,1351378
14,1311117
15,1253797
16,1173673
17,1079651
18,978412
19,872542
20,771979
21,668677
22,568627
23,481524
24,401161
25,332702
26,272709
27,221767
28,179524
29,144892
30,114308
31,91368
32,70811
33,56463
34,44367
35,34284
36,28656
37,23041
38,19031
39,15045
40,12547
41,10059
42,8499
43,7655
44,6841
45,6015
46,5004
47,4441
48,4107
49,4344
50,4368
51,4464
52,4297
53,3746
54,3432
55,2977
56,2678
57,2124
58,1968
59,1696
60,1253
61,1322
62,1249
63,1166
64,1236
65,1248
66,1072
67,981
68,1126
69,1073
70,963
71,1046
72,906
73,994
74,790
75,753
76,725
77,732
78,722
79,780
80,686
81,713
82,863
83,738
84,774
85,582
86,527
87,522
88,406
89,408
90,342
91,414
92,329
93,307
94,331
95,369
96,358
97,301
98,376
99,325
100,340
101,336
102,334
103,266
104,252
105,259
106,244
107,230
108,191
109,203
110,172
111,225
112,189
113,185
114,258
115,241
116,253
117,241
118,183
119,172
120,137
121,196
122,114
123,94
124,79
125,88
126,69
127,59
