,x,y,z
0,57,88,105
1,83,170,117
2,106,277,134
3,136,266,177
4,176,356,287
5,233,431,502
6,291,447,627
7,332,626,685
8,496,505,840
9,708,962,1332
10,879,1444,1581
11,1045,1543,1945
12,1346,1585,2135
13,1783,1811,2436
14,2571,2246,3052
15,3929,2852,4311
16,5967,3846,6342
17,8698,5188,8111
18,11573,5466,9059
19,16169,5861,10116
20,22226,6640,10671
21,27000,6158,10205
22,27315,5786,10193
23,23605,5578,11030
24,18679,5670,12775
25,15206,5984,15713
26,12731,7143,16680
27,11324,8755,16164
28,10407,10988,14662
29,10071,12300,14852
30,12671,18929,33918
31,49553,145348,179794
32,40219,145310,70694
33,9909,12352,8673
34,8386,11324,10264
35,8561,9092,4148
36,9243,7821,4424
37,10294,8771,5010
38,12003,8393,4697
39,14658,7206,3604
40,18344,6156,2946
41,21534,5829,2592
42,21688,5898,2575
43,18592,5890,2587
44,13631,5414,2569
45,10236,4722,2278
46,7285,4142,1934
47,5131,3437,1559
48,3364,2322,1180
49,2192,1662,925
50,1523,1281,843
51,1123,1118,797
52,847,1092,810
53,704,1027,783
54,560,801,475
55,365,596,338
56,285,457,344
57,233,491,356
58,204,281,235
59,173,255,304
60,136,177,230
61,108,232,122
62,75,132,137
63,55,136,80
