,x,y,z
0,132,11,63
1,289,18,114
2,314,49,543
3,356,112,1368
4,544,171,1833
5,838,287,2342
6,1214,406,2491
7,1675,473,2380
8,1935,575,2358
9,2040,612,2889
10,2022,647,3347
11,2037,1083,3561
12,2079,1355,3573
13,2266,1560,3870
14,2844,3015,4561
15,8590,12388,8820
16,7001,14049,4371
17,1930,4125,171
18,1551,2767,106
19,1321,1433,108
20,1229,1018,86
21,1276,777,85
22,1299,582,91
23,1286,547,92
24,1155,430,84
25,746,380,83
26,447,344,81
27,255,261,67
28,227,92,52
29,284,43,55
30,413,45,36
31,95,35,6
