,x,y,z
0,20,0,0
1,20,0,1
2,22,0,0
3,23,1,1
4,22,0,2
5,27,0,2
6,25,1,1
7,23,1,2
8,26,0,1
9,34,0,1
10,38,1,1
11,26,0,0
12,32,2,0
13,43,2,2
14,37,1,2
15,42,1,3
16,43,1,3
17,43,1,1
18,54,0,2
19,43,2,2
20,50,3,0
21,58,2,1
22,52,0,0
23,51,0,4
24,46,3,0
25,56,1,4
26,58,3,1
27,49,3,1
28,60,2,3
29,59,0,4
30,51,2,1
31,45,3,2
32,53,3,3
33,62,6,3
34,51,1,2
35,59,4,5
36,52,5,6
37,56,7,4
38,60,2,6
39,48,2,7
40,68,5,7
41,63,7,3
42,57,5,7
43,56,3,15
44,53,12,10
45,53,3,9
46,76,5,14
47,63,8,24
48,58,9,16
49,65,8,22
50,60,15,29
51,68,11,24
52,70,11,44
53,68,18,50
54,71,22,27
55,59,16,38
56,78,18,43
57,80,23,61
58,70,22,46
59,65,24,36
60,78,23,45
61,92,24,49
62,86,28,43
63,79,30,51
64,79,30,46
65,96,22,65
66,89,31,49
67,80,34,47
68,97,29,68
69,119,26,52
70,96,34,66
71,102,41,54
72,108,32,61
73,97,37,70
74,117,37,68
75,125,51,79
76,120,42,86
77,134,43,87
78,146,58,92
79,156,51,94
80,175,52,116
81,192,67,120
82,244,61,143
83,317,82,136
84,372,87,163
85,459,102,222
86,556,117,222
87,661,136,253
88,739,153,294
89,934,175,323
90,1110,206,404
91,1247,246,530
92,1443,340,605
93,1661,383,778
94,1824,515,1014
95,2083,708,1387
96,2259,816,1765
97,2425,1029,2088
98,2661,1233,2419
99,2954,1567,3195
100,3119,1866,3853
101,3338,2171,4136
102,3524,2482,4889
103,3886,2878,5429
104,4425,3221,5813
105,5319,3455,6236
106,6526,3852,6800
107,8523,4341,7903
108,11540,5481,10330
109,16438,7633,14598
110,23466,10741,21081
111,32057,14137,28581
112,41742,16988,32403
113,52231,18795,35963
114,67970,20334,37545
115,87378,22015,38742
116,100986,22059,37889
117,101079,22703,38013
118,89742,24322,39732
119,74162,27381,43680
120,60871,29051,46953
121,51288,30964,50798
122,44747,31343,54902
123,40694,32594,57510
124,39084,36782,72045
125,40540,45716,91809
126,48371,79010,149124
127,155955,669752,795182
128,150462,687513,356017
129,44450,81402,50907
130,37381,39025,21320
131,36351,41041,18768
132,38091,35509,18788
133,41584,30769,15059
134,47020,27733,12252
135,55183,24050,10155
136,66598,20372,9284
137,80122,17927,8892
138,89452,17103,8267
139,87869,16553,7866
140,75416,16330,7545
141,57685,15482,7152
142,44793,14507,6468
143,34858,13060,5893
144,26714,11311,5016
145,19529,8864,4156
146,13740,6565,3231
147,9760,5176,2710
148,7306,4210,2418
149,5663,3658,2300
150,4608,3493,2288
151,3941,3287,2312
152,3504,2915,2123
153,3164,2510,1945
154,2997,2294,1915
155,2818,1968,1566
156,2599,1617,1439
157,2422,1379,1260
158,2184,1087,981
159,1972,905,809
160,1763,666,676
161,1604,543,554
162,1436,459,472
163,1236,360,345
164,1073,274,286
165,977,256,252
166,792,202,199
167,677,173,170
168,556,158,144
169,449,125,116
170,359,121,101
171,337,103,94
172,243,82,86
173,202,68,72
174,165,78,65
175,145,67,58
176,128,45,58
177,121,46,44
178,102,62,44
179,121,42,43
180,95,39,32
181,99,38,25
182,85,33,25
183,97,34,30
184,80,36,24
185,86,24,15
186,89,29,22
187,75,32,18
188,62,33,16
189,79,24,10
190,88,21,17
191,65,28,19
192,65,29,12
193,65,19,13
194,72,22,11
195,56,10,13
196,68,30,10
197,63,21,8
198,60,21,5
199,54,10,14
200,65,24,5
201,53,13,7
202,62,15,5
203,61,11,5
204,48,8,12
205,53,10,2
206,54,6,0
207,49,10,7
208,58,10,4
209,65,4,4
210,44,7,2
211,50,3,5
212,44,3,1
213,49,8,0
214,57,5,8
215,59,3,0
216,44,5,1
217,48,5,0
218,48,5,5
219,49,3,2
220,36,3,0
221,52,5,1
222,60,3,3
223,43,3,2
224,42,1,2
225,50,2,1
226,56,0,1
227,37,1,3
228,38,4,0
229,58,2,0
230,45,2,0
231,48,2,0
232,43,1,2
233,50,0,1
234,50,0,1
235,39,0,1
236,43,1,2
237,29,5,1
238,50,1,0
239,40,1,1
240,39,0,0
241,31,1,0
242,33,1,2
243,29,0,2
244,24,2,1
245,19,0,1
246,24,1,2
247,11,2,0
248,24,1,0
249,28,0,0
250,15,1,0
251,21,1,2
252,20,1,0
253,17,0,1
254,15,0,3
255,16,3,1
