,x,y,z
0,0,3,41
1,0,9,74
2,20,23,114
3,36,23,151
4,0,35,220
5,45,34,264
6,85,40,318
7,92,43,350
8,68,39,399
9,46,47,431
10,87,50,490
11,81,45,554
12,48,54,576
13,32,68,598
14,39,65,638
15,29,70,680
16,31,78,740
17,32,96,719
18,33,110,731
19,30,112,816
20,27,119,802
21,20,130,817
22,25,137,794
23,23,160,801
24,23,171,774
25,22,184,806
26,21,202,786
27,21,217,800
28,26,219,778
29,27,229,786
30,34,249,1045
31,46,248,982
32,63,257,908
33,92,262,1022
34,105,254,972
35,110,280,1053
36,129,297,1112
37,153,295,1080
38,196,317,1096
39,230,331,991
40,259,352,966
41,352,376,976
42,367,391,969
43,365,385,979
44,429,427,994
45,458,474,1331
46,503,511,1145
47,665,529,1102
48,837,576,1096
49,896,647,1103
50,916,1001,1133
51,1089,940,1159
52,903,911,1200
53,1141,1038,1228
54,1046,1139,1293
55,1219,2260,1373
56,1216,1641,1451
57,1377,1736,1586
58,1701,2025,1758
59,2488,2524,2067
60,3512,3497,2668
61,11791,8388,5611
62,11098,6190,2791
63,2970,2690,628
64,1651,2000,418
65,1948,1921,331
66,1148,1510,202
67,1213,1213,120
68,835,1141,112
69,935,1178,110
70,709,834,114
71,667,776,97
72,800,730,91
73,680,717,89
74,710,891,91
75,627,530,77
76,581,478,81
77,520,467,80
78,378,419,79
79,358,420,67
80,303,410,72
81,277,396,69
82,243,393,70
83,199,365,72
84,182,324,73
85,159,302,60
86,155,281,55
87,128,293,60
88,104,270,59
89,94,271,59
90,96,243,61
91,97,207,56
92,91,204,56
93,83,201,56
94,81,189,58
95,76,174,59
96,84,163,61
97,78,154,65
98,93,146,65
99,65,136,61
100,68,134,51
101,55,124,49
102,59,120,38
103,97,110,37
104,80,91,35
105,77,80,30
106,78,68,30
107,76,56,30
108,98,59,31
109,89,48,28
110,124,48,30
111,108,42,33
112,140,40,29
113,121,46,30
114,98,39,32
115,63,32,34
116,99,33,30
117,78,29,33
118,6,21,30
119,0,17,31
120,0,15,26
121,0,13,24
122,0,15,24
123,0,7,13
