,x,y,z
0,0,5,55
1,0,2,70
2,0,4,77
3,0,5,61
4,1,2,95
5,1,5,93
6,1,3,87
7,0,4,85
8,0,5,95
9,0,6,92
10,0,1,94
11,1,5,93
12,1,6,105
13,0,4,95
14,0,3,86
15,0,8,105
16,1,4,108
17,1,6,123
18,1,8,131
19,1,10,137
20,0,8,121
21,2,10,157
22,1,12,182
23,0,13,206
24,1,18,209
25,1,23,235
26,1,22,295
27,0,35,312
28,2,38,348
29,0,36,377
30,0,54,440
31,3,53,490
32,1,59,534
33,0,72,596
34,1,71,656
35,1,89,717
36,1,92,770
37,0,93,846
38,2,119,945
39,0,140,1005
40,0,174,1125
41,4,195,1218
42,1,235,1356
43,1,247,1472
44,2,284,1678
45,1,351,1930
46,0,385,2114
47,1,401,2310
48,0,447,2523
49,1,550,2835
50,2,555,3356
51,1,705,3666
52,1,718,4048
53,2,911,4890
54,1,1067,5110
55,3,1289,5999
56,1,1369,7009
57,1,1586,7957
58,1,1901,9227
59,3,2341,10520
60,2,2382,13079
61,0,3347,14365
62,3,3432,15376
63,3,3643,17150
64,2,3818,18231
65,3,4549,19231
66,2,5360,19055
67,3,6056,18662
68,3,6738,18673
69,2,6428,17962
70,4,7484,16684
71,7,7870,15840
72,5,7636,14921
73,7,7240,14413
74,7,7726,13520
75,9,8234,12556
76,9,7957,11603
77,11,7627,10826
78,14,7649,10019
79,15,7404,9728
80,20,7095,8956
81,16,6720,8860
82,17,6495,8328
83,33,5462,7798
84,18,5773,7257
85,34,5726,6929
86,22,5441,6686
87,22,4844,6270
88,65,5012,6274
89,72,4727,5832
90,117,4160,5601
91,206,4114,5706
92,128,3960,5358
93,192,3771,5373
94,256,3872,5367
95,164,3593,5131
96,237,3655,5180
97,151,3427,4957
98,168,3170,4996
99,161,3039,5039
100,176,3079,4951
101,181,3069,5185
102,170,2998,5105
103,179,2827,4985
104,203,2747,5071
105,220,2709,4991
106,203,2743,5045
107,232,2772,4630
108,244,2635,4617
109,315,2596,4544
110,499,2611,4546
111,956,2574,4520
112,1068,2633,4526
113,1755,2695,4599
114,1977,2768,4604
115,3051,2823,4686
116,2925,2999,4746
117,3960,3189,4891
118,5088,3377,5025
119,6093,3629,5152
120,6906,3969,5376
121,8024,4369,5623
122,7351,4935,5966
123,10226,5758,6435
124,12728,6860,7220
125,20415,9164,8440
126,69607,12919,11036
127,228340,35834,23778
128,199963,32938,12931
129,71315,12317,2326
130,28250,8409,1272
131,14996,6340,650
132,11869,5239,525
133,10613,4647,489
134,8872,4122,432
135,6021,3746,405
136,3954,3443,392
137,2666,3215,393
138,2716,2969,391
139,1507,2842,384
140,1409,2701,385
141,1078,2745,371
142,980,2577,374
143,753,2672,378
144,596,2678,377
145,686,2573,391
146,583,2661,411
147,381,2647,428
148,284,2768,428
149,170,2648,489
150,176,2718,498
151,155,2888,460
152,145,3075,483
153,126,3035,494
154,144,2965,618
155,146,3140,557
156,152,3420,598
157,132,3489,565
158,197,3537,719
159,153,3609,700
160,180,3841,671
161,338,3994,695
162,122,4223,707
163,153,4499,834
164,115,4658,922
165,41,4958,844
166,47,5001,966
167,64,5616,920
168,16,5772,966
169,35,5583,1084
170,35,6585,970
171,51,6255,1077
172,32,7339,1490
173,19,7384,1437
174,22,8220,1293
175,19,7745,1281
176,16,8721,2003
177,15,8251,1672
178,11,8876,1904
179,10,9431,1443
180,7,8710,1787
181,9,8497,1697
182,6,8384,1590
183,7,8450,1506
184,5,8888,1281
185,4,8336,1407
186,5,7318,1555
187,4,7123,1373
188,2,6666,1323
189,3,5412,1267
190,5,4938,1118
191,0,4321,1079
192,3,4235,783
193,1,3201,817
194,3,2876,582
195,1,2190,497
196,2,2347,698
197,0,1949,367
198,3,1582,400
199,1,1335,395
200,2,1207,400
201,2,1189,275
202,1,985,282
203,0,947,192
204,2,717,210
205,0,748,213
206,1,601,145
207,2,552,158
208,0,483,123
209,2,383,99
210,1,356,107
211,0,327,101
212,1,281,72
213,1,215,64
214,0,214,64
215,3,176,51
216,1,149,52
217,2,131,40
218,0,126,35
219,2,90,26
220,1,92,37
221,0,78,25
222,0,66,25
223,3,62,27
224,1,59,22
225,2,55,21
226,0,45,18
227,0,40,14
228,2,35,16
229,2,30,16
230,0,29,13
231,0,29,12
232,1,20,9
233,1,24,10
234,1,13,12
235,0,14,8
236,1,16,7
237,1,14,9
238,1,12,7
239,1,8,10
240,2,6,7
241,1,11,5
242,0,6,7
243,0,1,7
244,1,16,6
245,2,5,7
246,1,4,5
247,0,9,8
248,0,6,6
249,1,7,6
250,1,8,5
251,0,3,6
252,1,6,3
253,0,6,6
254,0,1,4
255,0,4,4
