,x,y,z
0,469,9,0
1,618,13,0
2,857,13,0
3,1174,12,0
4,1403,23,0
5,1558,17,0
6,1836,25,0
7,2316,31,0
8,2477,30,10
9,3075,46,21
10,3464,70,29
11,3521,76,67
12,3896,199,168
13,4077,468,509
14,4681,781,757
15,4856,940,884
16,4858,1238,1148
17,5005,1525,1285
18,4966,1666,1612
19,5001,1717,1514
20,6253,1879,1676
21,9303,2364,2013
22,13443,3168,2690
23,17701,4262,3548
24,22179,5162,4172
25,29602,5485,4779
26,36727,6760,5061
27,34690,7090,5553
28,28942,7723,7598
29,24665,8325,10395
30,24795,14721,23473
31,70915,268620,381678
32,66531,301789,243424
33,22551,17628,6375
34,23345,12338,3413
35,27454,10542,3348
36,32899,8429,2839
37,34494,6818,2370
38,27634,5953,2507
39,20653,5048,1995
40,16382,4437,1725
41,12470,3508,1245
42,8734,2623,998
43,5932,2075,881
44,4731,1902,765
45,4713,1773,679
46,4709,1477,585
47,4604,1334,587
48,4470,978,454
49,4262,872,310
50,4168,548,203
51,3488,388,115
52,3504,183,77
53,3218,129,54
54,2778,95,43
55,2703,91,20
56,2348,72,4
57,1898,59,0
58,1335,31,0
59,1275,23,0
60,1044,19,0
61,836,14,0
62,600,11,0
63,409,11,0
