,x,y,z
0,0,0,182
1,0,22,369
2,0,29,428
3,0,42,448
4,0,40,456
5,0,39,441
6,0,37,456
7,0,39,452
8,0,39,452
9,0,38,466
10,0,38,442
11,0,45,452
12,0,36,445
13,0,42,457
14,0,41,453
15,0,43,520
16,0,41,848
17,14,42,1163
18,126,39,1963
19,101,43,1672
20,805,185,1585
21,772,253,1289
22,368,332,1397
23,225,426,1476
24,220,405,2465
25,216,367,14537
26,591,367,29974
27,798,338,82198
28,602,282,95043
29,194,2029,86639
30,168,5097,115467
31,153,4552,151989
32,162,3926,218879
33,172,9186,242494
34,174,1933,347825
35,161,4781,481010
36,152,4752,786758
37,1312,3587,1344108
38,744,3711,1877439
39,475,5605,1654903
40,661,4419,947113
41,333,5811,412959
42,231,6082,140390
43,190,7045,63784
44,167,8951,30420
45,162,8619,20125
46,153,11298,17782
47,167,18265,13596
48,185,14594,8167
49,187,19317,8227
50,212,19442,10751
51,212,21100,11112
52,1002,24755,8278
53,798,29175,6258
54,962,34027,7941
55,909,50735,7604
56,1794,83439,12336
57,2570,125629,13755
58,8438,225992,19041
59,28012,391694,5079
60,91369,540517,7101
61,370532,788302,6222
62,1219105,991876,4924
63,2940838,1153336,3194
64,2931433,1116666,3645
65,1264780,1024578,3104
66,368943,805817,2688
67,93985,617067,3632
68,29472,425242,5455
69,11952,250442,2106
70,5245,135872,1521
71,1520,89444,1294
72,543,61048,1249
73,520,36594,1130
74,566,26948,1247
75,713,23260,1345
76,310,16696,973
77,307,17005,874
78,303,12661,751
79,228,12124,637
80,208,11766,614
81,167,6214,599
82,108,6665,690
83,100,5429,737
84,105,4619,1488
85,120,5564,902
86,117,2236,583
87,99,2328,2035
88,128,2718,3425
89,127,3040,4366
90,163,2335,3110
91,165,906,2042
92,148,3845,1419
93,128,4247,1167
94,277,3286,287
95,171,6865,272
96,180,14595,279
97,191,707,297
98,207,495,311
99,221,538,325
100,240,217,348
101,250,187,367
102,419,181,385
103,466,175,405
104,338,163,500
105,381,148,759
106,724,143,1184
107,1259,129,1205
108,144,121,53
109,152,112,53
110,150,116,70
111,167,115,127
112,176,115,137
113,193,49,154
114,215,48,174
115,253,51,178
116,268,30,103
117,326,24,119
118,1022,23,91
119,65,22,50
120,69,25,51
121,70,24,52
122,77,23,52
123,87,23,45
124,89,23,0
125,16,25,0
126,0,17,0
127,0,0,0
