,x,y,z
0,0,66,558
1,0,135,1385
2,0,169,1919
3,0,223,2390
4,0,243,2738
5,0,262,3038
6,0,294,3266
7,0,330,3541
8,0,348,3757
9,0,386,3896
10,0,413,4116
11,0,454,4269
12,0,515,4430
13,0,554,4635
14,0,587,4737
15,0,652,4869
16,0,708,5043
17,17,810,5108
18,23,873,5291
19,20,929,5394
20,17,1001,5506
21,16,1055,5697
22,15,1108,5764
23,14,1158,5916
24,13,1241,6055
25,24,1366,6165
26,26,1488,6328
27,25,1627,6460
28,23,1780,6602
29,22,1980,6741
30,40,2136,6861
31,54,2283,7065
32,85,2455,7240
33,138,2593,7357
34,107,2897,7581
35,150,3168,7706
36,182,3425,7901
37,186,3630,8062
38,207,3845,8246
39,289,4138,8510
40,370,4584,8721
41,393,4739,8957
42,482,5042,9135
43,588,5646,9337
44,738,5947,9395
45,951,6481,9686
46,1364,6533,9846
47,1639,6777,10032
48,1836,7650,10195
49,2022,8135,10258
50,2689,8834,10398
51,2900,9453,10488
52,3964,10012,10573
53,5217,11005,10614
54,7044,10858,10524
55,8956,10560,10562
56,11225,10875,10393
57,14973,10913,10419
58,18649,11444,10257
59,23098,12003,10003
60,29452,12022,9577
61,36314,13941,9284
62,45739,13252,8919
63,49833,14305,8282
64,49369,13903,7690
65,44833,14482,7545
66,39100,13329,6984
67,32312,13546,6460
68,25232,12381,5587
69,19755,11789,5246
70,14943,10995,5311
71,11675,10394,4539
72,8330,10852,4548
73,6697,9935,3873
74,5405,9417,3501
75,3906,8908,3643
76,3505,9057,3611
77,2644,8817,3198
78,2193,8915,2975
79,2061,8218,2761
80,1400,7504,2443
81,1211,6656,2306
82,1042,6138,1869
83,940,5667,2023
84,832,5618,1775
85,678,5231,1714
86,547,5006,1531
87,494,4366,1241
88,490,4063,1260
89,345,3936,1045
90,247,3618,947
91,222,3299,790
92,188,3037,651
93,142,2862,532
94,150,2592,443
95,153,2468,406
96,46,2307,409
97,35,2235,401
98,31,2061,441
99,12,1967,391
100,12,1871,380
101,13,1759,358
102,14,1660,395
103,14,1540,416
104,16,1435,326
105,17,1350,330
106,19,1295,386
107,18,1211,223
108,0,1146,288
109,0,1053,289
110,0,1007,321
111,0,923,226
112,0,839,132
113,0,796,136
114,0,736,132
115,0,681,130
116,0,634,110
117,0,571,113
118,0,537,115
119,0,485,103
120,0,421,87
121,0,368,80
122,0,320,64
123,0,291,67
124,0,231,61
125,0,170,32
126,0,126,26
127,0,56,3
