,x,y,z
0,0,109,2846
1,0,134,7942
2,0,197,10571
3,0,227,11344
4,0,232,12039
5,0,298,12750
6,0,337,13229
7,0,365,14960
8,47,380,21809
9,96,404,166405
10,96,436,516767
11,80,478,2246139
12,0,603,8647106
13,0,782,3680797
14,0,1324,949125
15,0,4254,482832
16,0,15574,315996
17,0,2903,222736
18,0,12734,173892
19,0,7397,146486
20,0,8097,119955
21,0,13640,90159
22,0,16254,76581
23,0,21220,69539
24,0,26500,64758
25,0,27019,55904
26,0,26494,50185
27,271,23718,40926
28,266,22206,36726
29,0,21563,34835
30,3788,22417,30186
31,2084,28234,26886
32,498,25242,24482
33,0,23971,23379
34,0,23774,22342
35,104,23125,21235
36,705,25611,18695
37,704,28383,16464
38,406,33046,15568
39,271,35129,14977
40,0,39744,14778
41,0,44941,16911
42,0,48817,14612
43,0,51392,18062
44,441,54514,14684
45,787,57085,15509
46,2324,60800,10603
47,1271,69400,10012
48,1149,77039,9241
49,1315,86069,9134
50,1522,105825,8087
51,1535,124973,8329
52,3041,156097,14095
53,3422,167090,17465
54,6028,207473,11273
55,10828,256303,7636
56,15561,287667,6262
57,26934,344969,6119
58,52584,426312,5861
59,135938,537938,5644
60,446692,814311,5731
61,1281938,1225199,5351
62,2813237,1714972,5373
63,4554945,2018610,6416
64,4584582,2014108,9943
65,2910921,1568435,5441
66,1312482,1212633,5320
67,457061,794832,5520
68,136525,548834,5632
69,58495,416277,5010
70,20905,357908,4642
71,14879,299921,4401
72,14639,242280,3504
73,5798,210478,3539
74,4645,170309,3747
75,2748,137869,4069
76,2824,120779,4674
77,1999,103002,4436
78,2355,97584,4525
79,1417,83655,4188
80,1274,82836,3906
81,589,72848,4333
82,699,66903,4591
83,292,61674,6069
84,241,61031,3202
85,244,52510,3085
86,295,51043,2769
87,454,46394,1825
88,495,39949,1904
89,615,39759,1977
90,307,40985,1983
91,249,31914,2192
92,252,28950,2487
93,257,30807,956
94,263,27657,1018
95,269,28058,1067
96,276,28653,1052
97,284,28507,1260
98,126,25087,1500
99,37,26085,4944
100,161,30814,3021
101,171,22370,727
102,181,21032,768
103,192,16816,3099
104,204,14719,2504
105,220,13459,759
106,240,6688,732
107,270,12171,764
108,149,5577,928
109,0,2886,994
110,0,5925,944
111,0,1977,1643
112,0,883,3264
113,0,425,4144
114,0,347,143
115,0,295,146
116,0,272,145
117,0,258,146
118,0,249,126
119,0,466,40
120,0,450,0
121,0,444,0
122,0,559,0
123,0,164,0
124,0,124,0
125,0,120,0
126,0,50,0
127,0,44,0
