,x,y,z
1,0,0,324
2,0,0,372
3,0,0,295
4,0,0,495
5,0,31,506
6,0,0,400
7,0,31,430
8,0,0,388
9,32,31,547
10,0,31,451
11,64,0,589
12,32,31,473
13,32,31,683
14,95,0,505
15,63,62,620
16,32,0,630
17,95,62,652
18,63,62,661
19,63,31,710
20,95,95,724
21,95,31,772
22,127,95,724
23,158,93,802
24,126,127,881
25,190,130,771
26,126,194,947
27,220,130,924
28,262,194,914
29,208,161,1073
30,272,132,1073
31,368,161,1058
32,334,258,1153
33,336,223,1168
34,335,255,1083
35,419,255,1190
36,335,260,1279
37,336,255,1214
38,334,256,1168
39,335,253,1396
40,419,288,1308
41,430,284,1221
42,519,381,1632
43,522,473,1174
44,553,475,1562
45,606,473,1346
46,520,418,1694
47,614,473,1385
48,615,412,1664
49,758,567,1655
50,959,572,1597
51,1114,753,1810
52,1290,856,1905
53,1459,1003,1967
54,1333,1098,2030
55,1479,1252,2125
56,1708,1225,2337
57,1804,1348,2501
58,2063,1854,2616
59,2407,2046,2924
60,3681,2553,3077
61,4183,2963,3570
62,4511,4218,4115
63,5432,6382,5520
64,11405,14713,10138
65,16765,16085,12098
66,5219,7002,3477
67,3835,5296,968
68,3365,3485,0
69,2654,2799,0
70,2155,2291,0
71,1923,2129,0
72,1713,1652,0
73,1395,1496,0
74,1202,1461,0
75,867,1303,0
76,927,1107,0
77,706,1135,0
78,710,1043,0
79,651,897,0
80,460,918,0
81,646,889,0
82,545,710,0
83,489,638,0
84,524,522,0
85,557,608,0
86,394,513,0
87,411,491,0
88,478,386,0
89,327,333,0
90,354,323,0
91,380,303,0
92,253,269,0
93,159,187,0
94,222,217,0
95,254,218,0
96,190,249,0
97,255,188,0
98,189,126,0
99,222,188,0
100,254,188,0
101,95,157,0
102,223,156,0
103,221,93,0
104,159,62,0
105,158,124,0
106,158,124,0
107,190,124,0
108,191,62,0
109,63,93,0
110,128,62,0
111,62,31,0
112,95,62,0
113,95,31,0
114,31,0,0
115,64,31,0
116,0,31,0
117,95,0,0
118,64,31,0
119,0,0,0
120,95,0,0
121,0,0,0
122,95,0,0
123,0,0,0
124,0,0,0
125,31,0,0
126,0,0,0
127,0,0,0
128,31,0,0
